Rank,Name,Count,White,Black,API,AIAN,2+ Races,Hispanic
728,Henson,48013,82.06%,10.79%,1.03%,1.30%,2.45%,2.37%
735,Huerta,47455,3.78%,0.20%,0.27%,0.14%,0.14%,95.47%
749,Hurst,46244,84.50%,10.53%,0.47%,0.54%,1.79%,2.18%
802,Hendricks,43197,75.70%,17.40%,0.56%,1.35%,2.21%,2.78%
807,Hull,43018,85.54%,8.62%,0.62%,0.74%,1.88%,2.60%
817,Hardin,42469,77.67%,16.00%,0.58%,1.41%,2.19%,2.15%
820,Howe,42265,90.62%,3.18%,0.99%,1.27%,1.83%,2.10%
826,Herman,41750,90.49%,3.40%,0.90%,1.01%,1.26%,2.94%
836,Hebert,41275,90.43%,4.85%,0.45%,0.55%,1.35%,2.36%
838,Hickman,41163,75.17%,18.66%,0.45%,1.26%,2.20%,2.27%
844,House,41000,75.10%,18.70%,0.42%,1.47%,2.25%,2.05%
859,Hahn,40250,90.16%,0.48%,5.69%,0.33%,1.30%,2.04%
867,Hanna,39890,87.09%,6.40%,0.98%,0.57%,2.24%,2.71%
870,Hurley,39796,90.71%,4.64%,0.65%,0.62%,1.48%,1.90%
871,Harding,39787,80.14%,13.64%,0.61%,0.88%,2.19%,2.53%
894,Herring,38733,72.71%,22.05%,0.41%,0.45%,2.16%,2.21%
917,Haley,37858,81.27%,13.23%,0.54%,0.72%,2.00%,2.24%
921,Horne,37689,70.93%,24.03%,0.55%,0.57%,1.94%,1.98%
930,Hayden,37451,80.59%,14.05%,0.65%,0.44%,2.03%,2.25%
933,Huber,37170,95.17%,0.41%,0.64%,0.31%,1.36%,2.11%
976,Hester,35642,73.10%,21.94%,0.52%,0.50%,2.18%,1.76%
979,Hinton,35606,53.16%,40.63%,0.37%,1.17%,2.58%,2.09%
991,Hendrix,35194,77.99%,16.18%,0.47%,0.71%,2.23%,2.41%
1001,Haas,34918,95.16%,0.30%,0.54%,0.44%,1.21%,2.35%
1008,Holden,34824,76.83%,17.62%,0.54%,0.80%,2.10%,2.11%
1017,Hatfield,34381,92.60%,2.83%,0.47%,0.49%,1.65%,1.96%
1020,Hooper,34247,79.46%,13.92%,0.63%,1.30%,2.17%,2.53%
1021,Hays,34191,91.57%,3.28%,0.58%,0.61%,1.71%,2.25%
1027,Haney,33898,87.05%,7.51%,0.51%,0.89%,1.94%,2.10%
1040,Holder,33465,73.12%,20.77%,0.52%,0.74%,1.98%,2.87%
1069,Holman,32788,69.54%,24.54%,0.44%,0.74%,2.10%,2.64%
1106,Hong,31670,7.23%,0.97%,88.12%,0.19%,2.33%,1.15%
1124,Hartley,31221,88.90%,6.52%,0.59%,0.42%,1.55%,2.01%
1160,Hurtado,30286,4.75%,0.35%,0.42%,0.39%,0.19%,93.90%
1162,Hendrickson,30259,91.79%,2.51%,0.61%,0.94%,1.81%,2.34%
1163,Holley,30231,65.06%,29.80%,0.47%,0.52%,2.16%,1.98%
1182,Han,29847,4.24%,0.50%,92.67%,0.07%,1.70%,0.82%
1185,Hoang,29798,1.41%,0.13%,96.05%,0.00%,1.61%,0.79%
1191,Hewitt,29694,82.77%,11.71%,0.61%,0.60%,1.84%,2.48%
1201,Haines,29462,89.91%,5.11%,0.54%,0.69%,1.63%,2.12%
1206,Hickey,29350,92.21%,2.70%,0.59%,0.41%,1.49%,2.61%
1210,Hatcher,29235,68.00%,26.36%,0.47%,0.79%,2.50%,1.88%
1213,Hyde,29094,86.16%,8.27%,0.64%,0.66%,1.62%,2.66%
1223,Hilton,28918,78.28%,15.64%,0.64%,0.58%,2.00%,2.86%
1227,Holcomb,28852,88.57%,5.98%,0.61%,0.75%,1.71%,2.38%
1233,Hollis,28617,65.53%,28.95%,0.45%,0.49%,2.26%,2.32%
1253,Hastings,28015,88.99%,5.07%,0.60%,0.84%,1.81%,2.70%
1281,Hopper,27353,87.28%,6.28%,0.53%,1.16%,1.98%,2.77%
1285,Head,27292,78.41%,16.72%,0.45%,0.84%,1.71%,1.87%
1304,Hatch,26903,86.99%,6.87%,0.62%,1.33%,1.80%,2.38%
1314,Hamm,26726,86.29%,8.89%,0.57%,0.53%,1.64%,2.08%
1322,Harden,26617,58.38%,35.87%,0.38%,0.76%,2.61%,2.00%
1328,Herron,26559,71.62%,22.26%,0.56%,0.57%,2.29%,2.70%
1334,Herbert,26417,71.61%,20.45%,0.78%,0.94%,2.03%,4.20%
1344,Hutchins,26251,78.02%,16.62%,0.54%,0.59%,2.06%,2.17%
1352,Hinojosa,26146,5.57%,0.12%,0.19%,0.22%,0.13%,93.77%
1399,Heller,25373,94.13%,1.71%,0.58%,0.19%,1.19%,2.20%
1414,Helton,25118,91.58%,3.57%,0.39%,0.78%,1.76%,1.92%
1436,Hutchison,24820,90.53%,4.55%,0.47%,0.65%,1.82%,1.98%
1449,Hoskins,24581,72.60%,22.34%,0.47%,0.54%,2.01%,2.05%
1493,Helms,23949,91.30%,4.43%,0.33%,0.63%,1.70%,1.61%
1500,Horner,23881,91.67%,2.95%,0.54%,0.71%,1.76%,2.37%
1502,Holbrook,23843,91.52%,4.12%,0.40%,0.51%,1.47%,1.98%
1504,Hollingsworth,23831,80.63%,14.44%,0.48%,0.40%,1.82%,2.22%
1518,Hagen,23616,93.91%,1.00%,0.68%,0.43%,1.67%,2.32%
1534,Heard,23408,39.13%,54.52%,0.40%,0.40%,3.13%,2.43%
1556,Hidalgo,23134,9.52%,0.29%,3.79%,0.13%,0.48%,85.79%
1565,Hinkle,22983,90.05%,5.52%,0.59%,0.54%,1.45%,1.85%
1602,Huggins,22371,66.29%,27.01%,0.54%,1.14%,2.27%,2.76%
1639,Hand,22006,88.84%,5.94%,0.73%,0.70%,1.73%,2.05%
1652,Hassan,21801,33.76%,38.95%,19.20%,0.24%,4.72%,3.14%
1653,Hadley,21771,77.42%,15.64%,1.12%,1.67%,1.86%,2.29%
1654,Healy,21751,94.32%,0.67%,0.80%,0.74%,1.32%,2.17%
1661,Hammer,21709,92.82%,0.95%,0.53%,1.45%,1.78%,2.47%
1675,Hankins,21532,74.87%,19.20%,0.59%,0.54%,2.27%,2.52%
1701,Hoyt,21169,92.22%,2.12%,0.67%,0.75%,1.63%,2.63%
1707,Hager,21106,94.35%,1.36%,0.50%,0.45%,1.44%,1.89%
1708,Hurt,21037,70.80%,23.62%,0.39%,0.76%,2.33%,2.10%
1710,Hagan,21017,85.81%,8.80%,1.02%,0.47%,1.57%,2.34%
1717,Henley,20934,70.00%,24.20%,0.38%,0.55%,1.91%,2.96%
1743,Hurd,20540,74.55%,19.24%,0.66%,0.74%,2.42%,2.40%
1748,Holliday,20491,68.89%,25.88%,0.39%,0.88%,2.11%,1.84%
1749,Houser,20484,87.06%,8.27%,0.51%,0.48%,1.45%,2.23%
1756,Hilliard,20377,64.88%,30.20%,0.52%,0.44%,2.26%,1.70%
1764,Hargrove,20360,49.40%,44.79%,0.35%,0.56%,2.36%,2.55%
1772,Hackett,20278,77.26%,17.13%,0.63%,0.53%,2.06%,2.39%
1779,Hannah,20138,68.46%,26.02%,0.69%,0.59%,2.26%,1.98%
1787,Hightower,20065,50.22%,43.18%,0.43%,0.65%,3.00%,2.52%
1797,Hu,19999,2.22%,0.37%,94.93%,0.04%,1.63%,0.81%
1807,Hinson,19857,82.79%,12.97%,0.44%,0.48%,1.48%,1.84%
1863,Hyatt,19280,87.99%,6.77%,0.53%,0.84%,1.90%,1.98%
1864,Hanley,19240,87.99%,5.78%,0.61%,1.00%,1.59%,3.02%
1871,Herndon,19183,78.48%,15.88%,0.50%,0.78%,2.13%,2.23%
1918,Hedrick,18804,92.71%,2.81%,0.41%,0.78%,1.33%,1.96%
1955,Hutton,18479,84.23%,10.55%,0.65%,0.42%,2.06%,2.11%
1966,Hathaway,18401,90.30%,4.76%,0.60%,0.46%,1.67%,2.22%
1970,Haywood,18360,44.50%,49.08%,0.38%,0.45%,3.03%,2.55%
1981,Humphries,18201,79.89%,15.12%,0.43%,0.43%,1.90%,2.24%
1987,Ha,18156,3.67%,0.69%,92.93%,0.04%,2.03%,0.63%
1993,Hawley,18100,89.27%,4.38%,0.71%,1.47%,1.77%,2.40%
2005,Hay,18029,85.74%,7.14%,2.83%,0.37%,1.63%,2.30%
2017,Hwang,17900,1.44%,(S),96.04%,(S),1.85%,0.47%
2052,Hope,17562,69.97%,23.73%,0.73%,0.72%,2.19%,2.66%
2061,Heredia,17506,4.76%,0.35%,0.61%,0.27%,0.18%,93.82%
2066,Hanks,17498,83.14%,10.46%,0.39%,1.49%,1.91%,2.61%
2102,Huddleston,17231,83.91%,9.55%,0.48%,1.06%,2.36%,2.65%
2103,Hoff,17223,93.28%,1.99%,0.72%,0.46%,1.80%,1.75%
2120,Hirsch,17072,94.83%,0.93%,0.60%,0.21%,0.91%,2.52%
2125,Hooks,17053,48.78%,45.31%,0.37%,0.33%,2.86%,2.34%
2128,Hobson,17043,68.52%,25.51%,0.55%,0.99%,2.18%,2.25%
2133,Ham,16980,66.22%,11.61%,16.41%,0.40%,1.66%,3.69%
2136,Hoffmann,16966,95.07%,0.25%,0.66%,0.12%,1.17%,2.73%
2146,Hussain,16909,10.94%,5.24%,76.92%,0.44%,4.62%,1.84%
2147,Hsu,16907,2.09%,(S),93.78%,(S),3.56%,0.46%
2149,Hawk,16884,85.68%,6.91%,0.53%,2.96%,2.25%,1.67%
2150,Hamlin,16871,79.22%,15.29%,0.49%,0.81%,1.92%,2.28%
2154,Haskins,16842,68.42%,25.70%,0.50%,0.74%,2.21%,2.42%
2167,Hawthorne,16758,57.16%,36.84%,0.27%,0.64%,2.50%,2.58%
2185,Hooker,16646,70.27%,23.64%,0.43%,0.43%,2.02%,3.21%
2192,Honeycutt,16587,90.91%,4.41%,0.39%,0.92%,1.64%,1.73%
2199,Henning,16557,92.06%,3.89%,0.54%,0.45%,1.15%,1.90%
2213,Hogue,16457,78.14%,11.27%,4.68%,1.49%,1.97%,2.45%
2218,Huston,16435,86.98%,7.56%,0.52%,0.63%,1.76%,2.56%
2236,Hare,16304,83.78%,10.27%,0.79%,1.26%,1.77%,2.13%
2260,Hairston,16090,12.18%,80.85%,0.36%,0.17%,4.38%,2.06%
2260,Holguín,16090,6.29%,0.23%,0.18%,0.60%,0.24%,92.46%
2279,Hauser,15981,92.35%,3.15%,0.53%,0.29%,1.30%,2.38%
2304,Hutson,15835,84.55%,10.36%,0.58%,0.68%,1.68%,2.14%
2321,Hillman,15738,80.87%,13.93%,0.66%,0.53%,2.03%,1.98%
2327,Hayward,15665,70.99%,22.59%,0.63%,1.14%,2.53%,2.12%
2329,Henríquez,15657,3.53%,2.11%,0.25%,0.11%,0.20%,93.79%
2345,Hough,15549,83.64%,10.79%,0.71%,0.75%,1.87%,2.24%
2373,He,15363,2.29%,(S),95.92%,(S),0.49%,0.97%
2375,Hinds,15337,62.39%,29.70%,0.71%,0.74%,2.45%,4.02%
2379,Horváth,15302,95.14%,0.39%,0.64%,0.09%,1.19%,2.55%
2385,Hearn,15234,75.88%,18.80%,0.65%,0.35%,1.90%,2.42%
2404,Her,15089,1.55%,0.23%,94.82%,0.04%,0.99%,2.37%
2453,Hummel,14715,96.30%,0.27%,0.65%,0.16%,1.05%,1.58%
2458,Harman,14658,94.03%,1.39%,0.76%,0.38%,1.60%,1.84%
2482,Handy,14537,55.47%,36.38%,0.74%,0.54%,2.76%,4.12%
2490,Hostetler,14505,97.46%,0.19%,0.30%,0.10%,0.97%,0.99%
2491,Herrington,14498,85.03%,10.19%,0.54%,0.45%,1.81%,1.98%
2492,Higginbotham,14489,88.91%,6.34%,0.43%,0.33%,1.79%,2.19%
2513,Heim,14414,91.66%,3.26%,0.62%,0.33%,1.63%,2.50%
2518,Harms,14377,91.56%,3.73%,0.65%,0.34%,1.54%,2.18%
2523,Hershberger,14357,98.08%,0.12%,0.22%,0.07%,0.70%,0.81%
2580,Heck,13995,93.05%,1.97%,0.61%,0.74%,1.40%,2.24%
2585,High,13961,70.32%,23.84%,0.71%,0.60%,2.18%,2.35%
2593,Humphreys,13895,90.53%,3.81%,0.48%,0.69%,1.60%,2.88%
2606,Heaton,13834,94.09%,0.80%,0.51%,0.61%,1.58%,2.41%
2608,Hills,13829,63.95%,30.34%,0.77%,0.58%,2.13%,2.23%
2609,Hamby,13823,92.01%,2.84%,0.36%,0.85%,1.82%,2.13%
2638,Harp,13646,82.99%,10.41%,0.49%,1.03%,2.45%,2.62%
2642,Hacker,13625,93.87%,1.56%,0.47%,0.70%,1.56%,1.83%
2646,Hitchcock,13608,90.49%,4.33%,0.58%,0.74%,1.75%,2.11%
2672,Hemphill,13495,60.63%,34.32%,0.48%,0.48%,1.98%,2.11%
2680,Hook,13437,90.12%,4.04%,1.02%,0.74%,1.69%,2.39%
2701,Holm,13341,94.26%,0.72%,0.81%,0.55%,1.54%,2.12%
2723,Herrmann,13226,95.08%,0.33%,0.67%,0.60%,1.29%,2.03%
2839,Hammonds,12710,57.29%,29.67%,0.30%,7.99%,2.75%,2.01%
2854,Houck,12634,94.98%,0.93%,0.58%,0.51%,1.58%,1.42%
2858,Huntley,12614,68.37%,26.69%,0.58%,0.38%,2.19%,1.79%
2865,Hein,12586,94.18%,0.22%,1.54%,0.34%,1.36%,2.35%
2940,Herrick,12202,94.60%,0.47%,0.69%,0.55%,1.49%,2.20%
2943,Harley,12186,52.61%,38.84%,0.45%,2.41%,3.19%,2.49%
2946,Hopson,12180,51.75%,41.57%,0.30%,1.67%,2.85%,1.86%
2950,Hamrick,12168,93.07%,3.55%,0.29%,0.47%,1.12%,1.50%
2966,Hatton,12090,81.22%,12.97%,0.43%,1.15%,2.04%,2.18%
2990,Herr,11980,90.08%,0.65%,5.54%,0.20%,1.30%,2.22%
3016,Hannon,11893,85.45%,9.25%,0.50%,0.52%,1.94%,2.34%
3034,Hite,11810,85.80%,9.39%,0.62%,0.44%,1.63%,2.12%
3040,Halverson,11781,94.73%,0.28%,0.75%,0.57%,1.58%,2.10%
3048,Hudgins,11755,78.24%,16.36%,0.37%,0.66%,2.28%,2.09%
3058,Holton,11731,78.85%,15.94%,0.61%,0.32%,1.74%,2.54%
3060,Harlow,11726,94.07%,1.30%,0.66%,0.51%,1.58%,1.88%
3066,Havens,11699,93.28%,1.06%,0.53%,0.53%,1.79%,2.81%
3072,Hildebrand,11687,94.29%,0.66%,0.52%,0.68%,1.29%,2.56%
3080,Harkins,11662,90.48%,4.16%,0.63%,0.81%,1.95%,1.96%
3087,Helm,11649,86.39%,7.58%,0.86%,0.63%,2.42%,2.12%
3122,Haro,11547,8.62%,0.57%,1.00%,0.22%,0.30%,89.30%
3158,Hyman,11436,61.91%,32.68%,0.53%,0.28%,1.72%,2.88%
3188,Harlan,11339,83.72%,8.54%,0.93%,2.09%,2.05%,2.66%
3194,Haggerty,11320,88.72%,6.35%,0.49%,0.36%,1.73%,2.34%
3206,Hammons,11273,84.56%,9.10%,0.33%,1.75%,2.15%,2.12%
3212,Harwood,11238,92.03%,1.25%,0.54%,1.71%,1.46%,3.02%
3228,Houghton,11184,92.52%,2.07%,0.50%,0.76%,1.69%,2.46%
3239,Herzog,11146,95.75%,0.37%,0.49%,0.13%,1.09%,2.17%
3286,Hartmann,11000,95.03%,0.32%,0.91%,0.22%,1.32%,2.21%
3294,Hamel,10944,93.41%,1.20%,0.63%,0.62%,1.82%,2.32%
3310,Hardwick,10841,75.12%,19.27%,0.48%,0.99%,2.05%,2.09%
3316,Hardesty,10817,92.38%,2.24%,0.67%,0.43%,1.88%,2.41%
3318,Haddad,10804,90.25%,1.02%,0.85%,0.11%,4.04%,3.73%
3345,Horan,10711,92.40%,0.68%,0.54%,0.19%,1.15%,5.04%
3387,Hiller,10546,87.02%,7.98%,0.46%,0.33%,1.56%,2.64%
3439,Hubert,10380,80.39%,14.00%,0.66%,0.36%,1.55%,3.03%
3445,Healey,10370,94.78%,1.02%,0.73%,0.31%,1.34%,1.81%
3458,Higgs,10333,69.21%,25.58%,0.50%,0.33%,2.09%,2.29%
3476,Hanlon,10278,95.45%,0.42%,0.59%,0.41%,1.03%,2.10%
3486,Hiatt,10247,94.15%,0.40%,0.78%,0.42%,1.50%,2.74%
3499,Hollins,10213,19.89%,73.81%,0.29%,0.23%,3.91%,1.87%
3511,Hodgson,10173,87.73%,2.05%,0.60%,0.55%,1.24%,7.82%
3559,Harter,10020,94.30%,0.83%,0.60%,0.58%,1.32%,2.38%
3568,Haller,9992,92.61%,1.22%,1.15%,0.71%,1.53%,2.77%
3576,Haag,9957,94.35%,0.33%,0.97%,0.90%,1.33%,2.12%
3582,Hallman,9938,83.53%,11.47%,0.56%,0.38%,1.89%,2.16%
3590,Hawes,9908,82.24%,13.06%,0.63%,0.49%,1.73%,1.86%
3617,Haskell,9816,90.20%,4.31%,0.64%,0.97%,1.67%,2.21%
3625,Huey,9800,69.84%,14.24%,10.64%,0.41%,2.12%,2.74%
3642,Higdon,9753,90.36%,4.72%,0.45%,0.86%,2.07%,1.54%
3657,Handley,9722,84.03%,10.47%,0.57%,0.73%,1.92%,2.28%
3668,Heckman,9709,95.33%,0.31%,0.47%,1.10%,1.32%,1.46%
3674,Horowitz,9671,96.43%,0.43%,0.62%,0.05%,0.73%,1.73%
3676,Harder,9665,91.52%,2.13%,1.43%,0.56%,1.85%,2.51%
3690,Hedges,9625,92.48%,2.50%,0.56%,0.62%,1.66%,2.17%
3702,Homan,9597,93.78%,0.64%,0.86%,0.47%,1.25%,3.00%
3727,Hackney,9507,81.40%,14.09%,0.42%,0.50%,1.69%,1.88%
3730,Holtz,9502,93.38%,1.93%,0.59%,0.34%,1.16%,2.61%
3745,Haugen,9461,94.27%,0.41%,0.70%,1.15%,1.61%,1.86%
3755,Hardman,9430,81.64%,12.73%,0.59%,0.41%,2.38%,2.25%
3775,Hasan,9374,27.89%,17.70%,47.22%,0.34%,4.52%,2.34%
3790,Hennessy,9338,94.73%,0.59%,0.95%,0.17%,1.42%,2.13%
3796,Hulsey,9317,92.52%,2.02%,0.33%,1.19%,1.91%,2.03%
3802,Harry,9311,59.05%,28.61%,3.13%,3.07%,2.63%,3.51%
3824,Hanes,9268,87.32%,6.73%,0.53%,0.93%,1.82%,2.67%
3830,Headley,9250,78.29%,15.18%,0.61%,0.82%,1.94%,3.17%
3831,Horst,9245,96.30%,0.69%,0.45%,0.30%,1.09%,1.16%
3841,Hoppe,9215,94.72%,0.24%,0.62%,0.35%,1.41%,2.67%
3855,Hoy,9196,85.30%,4.86%,4.67%,0.32%,1.61%,3.25%
3857,Hofmann,9192,95.21%,0.36%,0.54%,0.05%,1.27%,2.56%
3857,Hoyle,9192,80.71%,13.97%,0.50%,0.59%,1.66%,2.57%
3867,Hussey,9176,85.18%,8.12%,1.65%,0.26%,2.67%,2.13%
3901,Hoke,9096,89.06%,5.40%,1.10%,0.34%,2.04%,2.06%
3944,Halstead,9027,91.28%,3.19%,0.58%,0.40%,1.91%,2.65%
3977,Hamblin,8936,88.91%,5.90%,0.49%,0.54%,1.68%,2.48%
3979,Holly,8934,66.33%,27.73%,0.54%,0.88%,1.95%,2.57%
3989,Haase,8904,94.70%,0.93%,0.60%,0.39%,1.16%,2.22%
4010,Hermann,8858,93.55%,0.69%,1.20%,0.29%,1.58%,2.69%
4025,Hutchings,8833,86.51%,8.45%,0.58%,0.71%,1.77%,1.99%
4026,Himes,8831,89.57%,5.82%,0.49%,0.61%,1.42%,2.09%
4092,Howland,8675,92.13%,2.79%,0.47%,0.55%,1.60%,2.46%
4105,Hawks,8639,90.09%,4.57%,0.47%,0.90%,1.90%,2.06%
4123,Hernandes,8612,4.33%,0.27%,0.49%,0.08%,0.16%,94.67%
4130,Harbin,8587,79.75%,15.41%,0.47%,0.55%,1.86%,1.97%
4141,Heinrich,8552,94.94%,0.54%,0.54%,0.29%,1.23%,2.47%
4152,Hundley,8532,79.84%,14.90%,0.60%,0.46%,1.83%,2.38%
4168,Hargis,8503,90.26%,3.96%,0.41%,0.81%,2.03%,2.52%
4199,Hylton,8440,64.61%,29.11%,0.49%,0.32%,2.26%,3.21%
4208,Herbst,8419,96.23%,0.18%,0.57%,0.23%,0.88%,1.91%
4217,Hutto,8403,91.92%,3.77%,0.25%,0.61%,1.46%,1.99%
4230,Haggard,8384,88.45%,5.58%,0.69%,1.11%,2.04%,2.12%
4239,Houle,8364,87.29%,0.79%,0.69%,6.76%,2.50%,1.97%
4240,Hales,8363,85.53%,9.59%,0.62%,0.67%,1.39%,2.20%
4245,Hennessey,8357,94.69%,0.77%,0.67%,0.22%,1.28%,2.38%
4256,Hailey,8327,61.68%,32.36%,0.41%,0.62%,2.46%,2.46%
4265,Hauck,8322,94.70%,0.50%,0.82%,0.47%,1.45%,2.05%
4266,Hutcheson,8321,91.79%,3.56%,0.62%,0.62%,1.49%,1.91%
4276,Heinz,8311,94.26%,0.89%,0.55%,0.32%,1.40%,2.57%
4327,Heil,8205,94.50%,1.24%,0.83%,0.35%,1.23%,1.84%
4375,Hardison,8128,69.71%,25.38%,0.42%,0.79%,1.89%,1.81%
4388,Hynes,8104,90.02%,4.99%,0.74%,0.36%,1.36%,2.54%
4390,Holcombe,8103,85.81%,10.54%,0.49%,0.35%,1.26%,1.55%
4391,Hefner,8100,94.84%,0.72%,0.48%,0.75%,1.46%,1.75%
4428,Harrelson,8023,92.36%,3.34%,0.39%,0.74%,1.05%,2.13%
4441,Hendrick,7988,86.00%,8.80%,0.60%,0.59%,1.80%,2.20%
4463,Hutchens,7954,92.73%,2.59%,0.38%,0.82%,1.50%,1.99%
4472,Haddock,7940,83.56%,6.50%,0.62%,0.79%,2.14%,6.39%
4496,Hibbard,7885,94.89%,0.33%,0.55%,0.53%,1.69%,2.02%
4504,Heilman,7876,95.48%,0.46%,0.48%,0.24%,1.33%,2.01%
4512,Hyland,7862,90.84%,3.19%,0.71%,0.33%,1.55%,3.37%
4539,Hair,7814,79.14%,12.98%,0.68%,2.56%,2.28%,2.37%
4567,Hitt,7762,93.07%,1.66%,0.81%,0.50%,1.51%,2.45%
4576,Herrin,7755,89.88%,5.96%,0.62%,0.74%,1.24%,1.57%
4600,Hazel,7711,69.19%,24.39%,0.84%,0.52%,2.30%,2.76%
4617,Hofer,7682,95.68%,0.21%,0.57%,0.43%,0.92%,2.19%
4654,Halsey,7619,84.00%,11.34%,0.58%,0.72%,1.51%,1.85%
4660,Heflin,7609,86.41%,8.71%,0.58%,0.88%,1.75%,1.67%
4673,Hammett,7590,83.10%,11.20%,0.76%,0.51%,1.82%,2.61%
4690,Henke,7566,96.26%,0.30%,0.52%,0.26%,0.90%,1.76%
4708,Holloman,7536,44.80%,49.93%,0.31%,0.53%,2.67%,1.76%
4710,Hazen,7532,93.68%,0.56%,0.86%,0.80%,1.86%,2.24%
