Rank,Name,Count,White,Black,API,AIAN,2+ Races,Hispanic
5340,Emanuel,6517,52.72%,32.48%,1.40%,5.71%,2.52%,5.17%
5399,Eberhardt,6450,82.57%,11.74%,0.67%,0.50%,1.95%,2.57%
5494,Emerick,6333,93.92%,0.47%,0.68%,0.54%,1.86%,2.53%
5578,Engstrom,6229,94.78%,0.34%,1.01%,0.21%,1.30%,2.36%
5612,Engler,6194,95.11%,0.19%,0.42%,0.45%,1.29%,2.53%
5646,Edmunds,6151,79.91%,14.81%,0.55%,0.50%,1.71%,2.52%
5658,Earls,6136,77.13%,17.10%,0.46%,1.06%,1.97%,2.28%
5671,Elmer,6119,92.09%,1.49%,0.77%,0.90%,1.49%,3.27%
5678,Edens,6110,90.03%,5.14%,0.38%,0.67%,1.82%,1.96%
5694,Evenson,6088,95.06%,0.41%,0.59%,0.94%,1.40%,1.61%
5747,Ehrlich,6031,94.64%,0.36%,0.60%,0.13%,1.09%,3.17%
5762,Ericson,6014,93.96%,0.50%,0.86%,0.33%,1.30%,3.04%
5776,Eicher,5997,97.10%,0.22%,0.35%,0.38%,0.75%,1.20%
5815,Eberle,5944,95.56%,0.22%,0.79%,0.42%,0.99%,2.02%
5934,Elston,5803,71.72%,22.51%,0.71%,0.55%,2.22%,2.29%
5963,Esqueda,5773,3.46%,0.10%,0.19%,0.24%,0.28%,95.72%
6075,Emory,5641,78.89%,16.86%,0.30%,0.46%,1.77%,1.72%
6102,Elizalde,5620,4.73%,0.20%,1.35%,0.00%,0.18%,93.54%
6130,Ellingson,5590,95.83%,0.27%,0.61%,0.64%,1.40%,1.25%
6190,Eagan,5528,93.70%,1.52%,1.05%,0.29%,0.92%,2.51%
6295,Edelman,5428,94.22%,0.22%,0.72%,0.50%,1.49%,2.86%
6296,Eggert,5427,95.15%,0.29%,0.63%,0.31%,1.31%,2.30%
6391,Elwell,5326,92.53%,0.38%,0.90%,1.26%,1.46%,3.47%
6458,Erskine,5258,81.38%,11.81%,0.65%,0.51%,2.32%,3.33%
6469,Escoto,5249,6.29%,0.36%,4.69%,0.11%,0.21%,88.34%
6470,Eastwood,5247,91.80%,2.38%,0.71%,0.80%,1.85%,2.46%
6480,Esteban,5240,4.56%,0.27%,25.27%,0.31%,2.44%,67.16%
6532,Esquibel,5187,12.24%,0.62%,0.52%,3.45%,0.44%,82.73%
6551,Eubank,5171,91.96%,2.78%,0.75%,0.54%,1.82%,2.15%
6562,Endres,5163,95.51%,0.35%,0.48%,0.33%,1.14%,2.19%
6623,Eversole,5114,95.78%,0.49%,0.33%,0.66%,1.35%,1.39%
6651,Egbert,5089,94.81%,0.92%,0.61%,0.29%,1.59%,1.77%
6701,Etter,5039,89.94%,4.56%,0.77%,0.65%,1.33%,2.74%
6744,Elwood,5000,92.10%,1.74%,0.68%,1.14%,1.50%,2.84%
6842,Engelhardt,4924,95.51%,0.39%,0.75%,0.18%,1.22%,1.95%
6851,Eckman,4914,95.28%,0.24%,0.90%,0.39%,1.85%,1.34%
6899,Erazo,4873,3.69%,0.76%,0.25%,(S),(S),95.20%
6903,Eades,4870,84.56%,9.57%,0.29%,1.75%,2.38%,1.46%
6907,Eberhart,4862,78.55%,17.15%,0.41%,0.19%,1.48%,2.22%
6921,Eley,4848,48.68%,47.32%,0.27%,0.33%,2.12%,1.28%
6985,Eberly,4796,95.87%,0.46%,0.50%,0.38%,1.15%,1.65%
6988,Ewell,4794,62.31%,31.14%,0.67%,0.21%,2.67%,3.00%
7018,Ecker,4772,95.14%,0.27%,0.59%,0.52%,1.05%,2.43%
7028,Endicott,4761,94.37%,0.36%,0.46%,0.48%,2.04%,2.29%
7053,Ernest,4745,76.80%,16.00%,2.23%,0.32%,1.83%,2.82%
7060,Edgerton,4740,74.47%,19.96%,0.30%,0.32%,2.45%,2.51%
7157,Enciso,4674,5.05%,0.11%,3.02%,0.39%,0.26%,91.19%
7191,Eichelberger,4647,80.40%,15.84%,0.41%,0.17%,1.27%,1.92%
7207,Edmonson,4631,68.75%,25.07%,0.67%,0.45%,2.81%,2.25%
7211,Eckstein,4628,93.50%,1.30%,0.61%,0.22%,2.03%,2.36%
7275,Eldred,4580,93.62%,0.79%,0.46%,0.70%,1.55%,2.88%
7348,Ewald,4535,95.77%,0.62%,0.60%,0.24%,1.30%,1.48%
7353,Ebersole,4531,95.52%,0.15%,0.77%,0.13%,1.63%,1.79%
7368,Eckhardt,4520,94.98%,0.60%,0.55%,0.22%,0.77%,2.88%
7404,Edmiston,4495,91.10%,3.16%,0.62%,0.87%,2.22%,2.02%
7446,Edward,4473,37.49%,48.58%,6.73%,0.92%,2.35%,3.93%
7502,Espiritu,4438,4.19%,0.29%,69.04%,0.18%,4.37%,21.92%
7517,Eldredge,4426,93.04%,0.66%,0.90%,0.43%,1.83%,3.14%
7525,Englert,4421,96.86%,0.14%,0.34%,0.20%,1.11%,1.36%
7543,Ealy,4408,43.99%,51.02%,0.29%,0.27%,2.36%,2.06%
7560,Eiler,4397,94.70%,1.00%,0.36%,0.34%,1.50%,2.09%
7585,Eidson,4381,95.16%,0.94%,0.46%,0.57%,1.42%,1.46%
7609,Encinas,4369,6.75%,0.23%,1.95%,3.11%,0.48%,87.48%
7677,Espitia,4324,4.26%,0.19%,0.14%,0.49%,0.21%,94.73%
7724,Esser,4297,93.72%,0.95%,1.12%,0.16%,1.68%,2.37%
7870,Eugene,4205,8.75%,84.71%,1.26%,0.55%,2.02%,2.71%
8019,España,4127,5.19%,(S),5.52%,(S),0.61%,88.30%
8060,Elledge,4110,90.51%,2.07%,0.56%,0.80%,2.34%,3.72%
8065,Eddings,4109,63.23%,27.74%,0.34%,2.92%,3.58%,2.19%
8119,Erdmann,4085,94.47%,0.32%,0.71%,0.22%,1.64%,2.64%
8174,Ensley,4055,77.83%,15.59%,0.57%,1.41%,2.76%,1.85%
8178,Eklund,4053,94.30%,0.49%,0.69%,0.35%,1.63%,2.54%
8235,Emmert,4025,95.68%,0.67%,0.37%,0.55%,1.49%,1.24%
8250,Edison,4015,51.21%,35.82%,1.52%,4.56%,2.27%,4.63%
8299,Eady,3992,43.26%,52.45%,0.23%,0.50%,1.98%,1.58%
8341,Eskridge,3969,57.04%,37.67%,0.50%,0.30%,2.70%,1.79%
8438,Eddins,3914,72.28%,23.48%,0.26%,0.33%,2.43%,1.23%
8439,Esteves,3913,41.89%,1.51%,5.88%,0.26%,0.84%,49.63%
8455,Edson,3906,92.50%,1.31%,0.87%,0.46%,1.46%,3.41%
8490,Earhart,3882,93.59%,0.46%,0.54%,0.41%,1.62%,3.37%
8496,Ericksen,3877,95.02%,0.26%,0.75%,0.18%,1.37%,2.42%
8529,Essex,3858,71.70%,23.43%,0.39%,0.44%,1.97%,2.07%
8536,Earp,3855,91.26%,3.74%,0.31%,1.43%,1.50%,1.76%
8562,Eder,3847,89.06%,0.57%,3.22%,2.29%,1.40%,3.46%
8562,Eilers,3847,96.15%,0.42%,0.47%,0.39%,1.22%,1.35%
8590,Eskew,3834,89.18%,5.92%,0.39%,0.57%,2.30%,1.64%
8659,Ekstrom,3795,93.99%,0.24%,0.71%,0.58%,1.74%,2.74%
8758,Everette,3745,47.88%,46.09%,0.19%,0.56%,2.62%,2.67%
8775,Eliason,3735,94.32%,0.94%,0.88%,0.24%,1.50%,2.12%
8894,Embrey,3681,88.24%,5.41%,0.52%,0.43%,2.28%,3.12%
8925,Epley,3667,94.96%,0.30%,0.49%,1.28%,1.50%,1.47%
9013,Eakin,3628,95.01%,0.36%,0.58%,0.55%,1.38%,2.12%
9030,Emmett,3619,92.29%,2.27%,0.55%,0.41%,1.74%,2.74%
9038,Everitt,3615,91.89%,2.96%,0.47%,0.22%,1.52%,2.93%
9114,Enders,3584,92.75%,1.62%,0.67%,0.53%,1.84%,2.59%
9125,Elkin,3578,92.09%,1.26%,0.78%,0.22%,1.29%,4.36%
9217,Eide,3536,93.01%,0.37%,1.02%,0.74%,2.01%,2.86%
9227,Esh,3529,98.81%,0.14%,0.23%,0.00%,0.14%,0.68%
9314,Elswick,3495,96.22%,0.31%,0.34%,0.31%,1.40%,1.40%
9357,Ebner,3476,95.51%,0.17%,0.63%,0.40%,1.09%,2.19%
9397,Elia,3460,87.20%,2.54%,2.66%,0.66%,1.97%,4.97%
9399,Edinger,3459,95.63%,0.32%,0.52%,0.40%,1.36%,1.76%
9496,Ebel,3423,94.83%,0.32%,0.56%,0.41%,1.34%,2.54%
9539,Eddington,3408,70.72%,23.03%,0.35%,0.70%,2.29%,2.90%
9557,Echavarría,3402,5.06%,0.44%,0.50%,(S),(S),93.77%
9578,Enoch,3394,54.80%,36.83%,2.12%,1.56%,2.86%,1.83%
9598,Eaddy,3385,22.63%,73.65%,(S),(S),1.71%,1.71%
9621,Eisen,3377,93.99%,1.15%,(S),(S),1.66%,2.13%
9684,Escudero,3352,8.92%,(S),4.71%,(S),0.63%,85.23%
9716,Elbert,3339,77.06%,17.88%,0.84%,0.39%,2.25%,1.59%
9728,Egger,3334,93.52%,0.48%,0.60%,0.75%,1.38%,3.27%
9830,Eisner,3294,94.69%,0.46%,0.85%,0.18%,1.18%,2.64%
9910,Everly,3262,92.18%,3.03%,0.43%,0.80%,1.53%,2.02%
9929,Eiland,3250,52.68%,39.94%,0.68%,0.34%,3.51%,2.86%
10013,Eisele,3220,94.75%,0.31%,0.96%,0.75%,0.99%,2.24%
10026,Engels,3213,95.21%,0.96%,0.47%,0.22%,1.12%,2.02%
10036,Eccles,3209,83.02%,10.19%,0.90%,0.34%,2.71%,2.84%
10041,Eichler,3208,95.32%,0.78%,0.53%,0.22%,0.87%,2.28%
10085,Edmundson,3196,77.35%,17.43%,0.69%,0.94%,1.94%,1.66%
10145,Esch,3179,96.60%,0.31%,0.50%,0.22%,0.88%,1.48%
10233,Edington,3150,89.17%,5.27%,0.54%,0.44%,1.87%,2.70%
10306,Elson,3126,84.77%,8.45%,1.34%,0.54%,2.18%,2.72%
10416,Eakins,3090,86.18%,8.90%,0.84%,0.16%,1.55%,2.36%
10448,Escareño,3079,4.74%,0.19%,(S),0.32%,(S),94.54%
10451,Edgington,3077,92.82%,1.72%,0.58%,1.07%,1.72%,2.08%
10505,Escalona,3055,4.91%,0.59%,11.98%,0.16%,1.18%,81.18%
10555,Edenfield,3036,93.15%,3.03%,0.46%,0.40%,1.42%,1.55%
10555,Elgin,3036,87.75%,5.90%,0.53%,1.09%,1.52%,3.23%
10663,Eriksen,3000,93.90%,0.30%,0.83%,0.30%,1.60%,3.07%
10847,Enlow,2936,89.31%,5.62%,0.99%,1.63%,1.60%,0.85%
10860,Englund,2933,95.23%,0.17%,0.58%,0.58%,1.47%,1.98%
10912,Edelstein,2917,95.61%,(S),0.86%,(S),0.69%,2.26%
10962,Endsley,2902,86.35%,7.75%,0.86%,0.69%,2.17%,2.17%
11007,Eisenhauer,2890,95.85%,0.21%,0.55%,0.17%,1.11%,2.11%
11060,Ehrhardt,2874,95.65%,(S),0.66%,(S),0.90%,2.47%
11069,Eanes,2870,81.53%,14.49%,0.45%,0.56%,1.88%,1.08%
11081,Emmanuel,2864,14.56%,63.41%,11.14%,0.63%,3.74%,6.53%
11118,Exum,2852,50.67%,44.07%,0.53%,0.63%,2.38%,1.72%
11193,Eichhorn,2825,96.39%,0.32%,0.32%,0.32%,0.99%,1.66%
11269,Eckard,2806,95.65%,1.10%,0.46%,0.50%,1.00%,1.28%
11288,Eveland,2799,94.14%,0.29%,0.82%,0.82%,1.64%,2.29%
11355,Enloe,2778,91.72%,0.72%,0.65%,1.98%,2.27%,2.66%
11388,Espejo,2769,5.42%,(S),22.39%,(S),1.99%,69.23%
11395,Elie,2767,36.83%,54.14%,0.72%,0.83%,3.14%,4.34%
11430,Eshelman,2756,94.99%,0.29%,1.02%,0.33%,1.09%,2.29%
11456,Earles,2750,84.95%,7.13%,1.13%,1.20%,2.58%,3.02%
11462,Eudy,2749,96.84%,0.40%,0.22%,0.36%,0.80%,1.38%
11497,Ellinger,2737,94.81%,0.88%,0.44%,0.29%,1.90%,1.68%
11512,Englehart,2732,95.42%,0.29%,0.59%,0.70%,1.39%,1.61%
11529,Easterday,2728,95.09%,0.73%,0.40%,0.44%,1.50%,1.83%
11529,Ewert,2728,95.31%,0.62%,0.59%,0.22%,1.54%,1.72%
11555,Eames,2720,84.52%,9.85%,0.26%,0.77%,1.88%,2.72%
11568,Ewers,2718,86.31%,7.51%,0.55%,0.81%,1.84%,2.98%
11608,Espíndola,2704,6.51%,0.26%,(S),(S),0.59%,92.31%
11679,Engebretson,2684,95.31%,(S),0.82%,(S),1.56%,1.49%
11836,Engelman,2645,94.74%,0.76%,0.30%,0.19%,1.36%,2.65%
11856,Eslinger,2641,93.94%,1.59%,0.64%,0.38%,1.14%,2.31%
11882,Erikson,2635,94.72%,0.61%,0.76%,0.68%,1.25%,1.97%
11919,Ellenberger,2627,95.70%,(S),1.03%,(S),1.10%,1.75%
12003,Ehlert,2602,96.50%,0.19%,0.42%,0.19%,1.11%,1.58%
12040,Etheredge,2592,72.15%,22.72%,0.42%,0.58%,1.93%,2.20%
12055,Evens,2587,76.88%,15.96%,0.73%,0.85%,2.32%,3.25%
12072,Essary,2583,92.64%,0.19%,0.43%,1.55%,2.01%,3.17%
12124,Eckhart,2571,96.07%,0.35%,0.43%,0.31%,1.36%,1.48%
12153,Ensign,2564,93.72%,0.23%,0.66%,0.51%,1.56%,3.32%
12174,Ellerbe,2560,23.05%,70.70%,0.27%,0.51%,2.85%,2.62%
12204,Enger,2552,94.91%,0.20%,1.33%,0.59%,0.86%,2.12%
12292,Estabrook,2529,94.50%,0.47%,0.55%,1.15%,1.94%,1.38%
12312,Ensminger,2525,92.67%,0.24%,0.67%,1.23%,1.82%,3.37%
12320,Edelen,2524,73.73%,21.59%,(S),(S),2.30%,1.55%
12323,Eyler,2523,95.60%,0.44%,0.32%,0.28%,1.35%,2.02%
12454,Evert,2492,93.62%,1.61%,0.52%,0.28%,1.85%,2.13%
12593,Easterly,2458,85.11%,10.50%,0.41%,0.49%,1.55%,1.95%
12616,Eckel,2453,94.78%,0.53%,1.30%,0.53%,1.43%,1.43%
12616,Elton,2453,90.83%,3.59%,1.22%,0.73%,1.59%,2.04%
12817,Engen,2406,94.80%,0.29%,0.58%,0.62%,1.83%,1.87%
12889,Emrick,2386,95.81%,1.51%,0.25%,0.46%,0.59%,1.38%
12904,Ebeling,2382,95.17%,0.34%,0.34%,0.46%,1.34%,2.35%
12921,Eckenrode,2379,95.96%,(S),0.50%,(S),0.97%,2.10%
12941,Eyre,2374,92.71%,0.84%,0.59%,1.31%,1.73%,2.82%
12971,Eckhoff,2367,97.08%,(S),0.59%,(S),0.93%,1.14%
12994,Escarcega,2363,4.40%,(S),(S),1.18%,0.42%,93.86%
13010,Ebanks,2359,19.71%,53.84%,(S),(S),3.90%,21.28%
13037,Eatmon,2355,39.87%,55.29%,0.25%,0.51%,2.29%,1.78%
13042,Ettinger,2354,94.60%,(S),1.32%,(S),1.70%,1.74%
13053,Ensor,2352,96.30%,0.89%,0.72%,0.30%,0.94%,0.85%
13084,Emond,2346,94.29%,0.98%,0.85%,0.34%,1.96%,1.58%
13109,Embree,2338,90.55%,3.51%,0.90%,0.73%,2.10%,2.22%
13195,Eberhard,2316,94.60%,0.26%,0.52%,0.73%,1.25%,2.63%
13221,Edgell,2311,95.20%,0.56%,0.30%,0.48%,1.77%,1.69%
13233,Ester,2308,46.23%,45.15%,1.78%,0.35%,2.64%,3.86%
13246,Eager,2305,88.29%,6.42%,0.78%,0.61%,1.48%,2.43%
13271,Ezzell,2298,91.69%,3.31%,0.61%,0.52%,2.35%,1.52%
13278,Eshleman,2297,96.34%,(S),0.44%,(S),1.57%,1.18%
13306,Elms,2292,87.04%,5.63%,0.96%,0.96%,2.36%,3.05%
13316,Edler,2291,86.60%,9.52%,0.48%,0.26%,1.13%,2.01%
13338,Ellenburg,2286,95.14%,1.66%,0.44%,0.61%,1.05%,1.09%
13407,Engelbrecht,2273,95.03%,(S),0.88%,(S),1.54%,1.58%
13438,Epperly,2267,95.90%,(S),(S),0.53%,1.15%,1.90%
13456,Eaker,2263,94.56%,1.63%,0.40%,0.57%,0.80%,2.03%
13456,Eastham,2263,93.02%,0.53%,0.84%,0.75%,2.61%,2.25%
13509,Espada,2245,6.82%,1.43%,1.20%,(S),(S),90.24%
13545,Eugenio,2238,16.49%,(S),47.32%,(S),4.78%,30.92%
13597,Ealey,2229,43.83%,50.92%,0.36%,0.31%,2.11%,2.47%
13646,Eid,2219,89.45%,1.40%,(S),(S),4.33%,3.70%
13660,Édouard,2216,1.76%,91.83%,(S),(S),2.17%,3.56%
13834,Eastridge,2185,95.38%,0.32%,0.27%,0.78%,1.37%,1.88%
13862,Eckles,2180,80.14%,14.63%,0.46%,0.32%,1.74%,2.71%
13884,Essig,2175,94.39%,0.32%,1.15%,0.41%,1.61%,2.11%
13916,Ertel,2170,96.77%,(S),0.37%,(S),1.20%,1.24%
13949,Erhardt,2164,96.12%,(S),0.74%,(S),1.16%,1.39%
13985,Estell,2155,53.23%,35.31%,0.93%,0.65%,3.90%,5.99%
14014,Everts,2149,94.56%,0.60%,(S),(S),1.12%,3.02%
14076,Ellefson,2137,96.26%,0.23%,0.51%,0.42%,1.08%,1.50%
14093,Ellett,2133,90.95%,3.75%,0.66%,0.70%,1.13%,2.81%
14127,Epp,2127,94.36%,(S),1.03%,(S),1.55%,2.59%
14184,Eddleman,2117,93.67%,1.32%,0.47%,0.43%,1.13%,2.98%
14201,Ewart,2114,87.37%,8.14%,0.38%,0.47%,1.75%,1.89%
14332,Engleman,2088,88.03%,4.93%,0.34%,2.16%,1.82%,2.73%
14338,Ecklund,2087,94.68%,(S),0.91%,(S),1.39%,2.35%
14349,Esguerra,2085,4.36%,(S),73.76%,(S),4.94%,16.55%
14358,Emig,2083,94.82%,(S),1.15%,(S),1.30%,2.35%
14434,Erlandson,2070,96.09%,(S),1.01%,(S),1.01%,1.55%
14485,Ehret,2061,93.79%,(S),0.73%,(S),1.21%,3.59%
14587,Emrich,2041,95.59%,0.69%,0.59%,0.54%,0.73%,1.86%
14624,Eusebio,2035,7.91%,(S),32.78%,(S),1.87%,56.76%
14636,Eich,2033,96.26%,0.39%,0.49%,0.44%,0.69%,1.72%
14669,Eure,2027,61.37%,33.20%,(S),(S),2.17%,2.47%
14706,Evan,2021,55.86%,14.30%,2.33%,16.48%,2.03%,9.01%
14713,Eickhoff,2019,97.47%,(S),0.35%,(S),0.84%,0.99%
14734,Elsner,2017,95.54%,(S),0.69%,(S),0.79%,2.63%
14761,Ethier,2012,93.69%,(S),0.89%,(S),0.84%,3.83%
14870,Easterwood,1991,82.97%,13.31%,0.40%,0.40%,1.05%,1.86%
14893,Ehrhart,1987,95.47%,0.30%,0.86%,0.25%,0.91%,2.21%
14902,Enderle,1986,93.76%,0.86%,(S),(S),0.86%,4.08%
14937,Einhorn,1981,97.38%,(S),0.30%,(S),0.40%,1.72%
14970,Enochs,1975,90.38%,4.66%,0.86%,0.51%,1.42%,2.18%
15020,Even,1966,93.49%,1.27%,1.17%,(S),(S),3.56%
15033,Eckley,1965,92.98%,0.97%,0.76%,0.61%,1.32%,3.36%
15210,Eisenman,1937,93.03%,0.62%,1.86%,0.26%,1.60%,2.63%
