Rank,Name,Count,White,Black,API,AIAN,2+ Races,Hispanic
17432,Innocent,1618,9.46%,84.73%,(S),(S),2.35%,2.41%
17502,Iman,1610,56.71%,18.26%,13.91%,0.31%,1.93%,8.88%
17775,Imperial,1576,27.22%,(S),38.58%,(S),3.36%,28.30%
17851,Igo,1567,93.81%,0.89%,0.77%,0.83%,1.98%,1.72%
18385,Ingrassia,1506,94.49%,(S),(S),(S),0.66%,4.25%
18440,Iannone,1501,94.27%,(S),(S),(S),0.60%,4.40%
18507,In,1492,4.02%,0.34%,91.35%,0.00%,1.88%,2.41%
18766,Insley,1461,95.28%,0.89%,0.41%,0.34%,2.12%,0.96%
18808,Ivins,1456,85.71%,(S),(S),9.41%,1.58%,2.34%
18961,Ivan,1439,83.25%,1.18%,2.29%,2.64%,1.11%,9.52%
19105,Ike,1424,39.89%,43.68%,5.13%,7.72%,1.62%,1.97%
19296,Isaak,1403,86.32%,5.35%,1.21%,0.93%,1.78%,4.42%
19296,Isidoro,1403,8.91%,(S),3.35%,(S),0.57%,86.89%
19425,Inoue,1391,3.16%,(S),88.86%,(S),6.54%,1.37%
19456,Irigoyen,1389,6.98%,(S),0.36%,0.00%,(S),92.37%
19731,Isakson,1365,93.92%,(S),0.59%,(S),1.17%,3.44%
19782,Inniss,1360,13.31%,70.96%,(S),(S),4.85%,10.15%
20099,Isaac,1329,21.75%,48.53%,17.46%,2.78%,1.96%,7.52%
20165,Iliff,1323,93.73%,(S),(S),0.83%,1.36%,3.55%
20172,Ishida,1322,6.35%,(S),77.76%,(S),9.46%,6.13%
20421,Iovino,1301,94.39%,(S),0.38%,(S),0.69%,4.38%
20468,Iannuzzi,1297,96.45%,(S),(S),(S),(S),2.78%
20491,Imran,1295,7.88%,1.70%,85.10%,(S),3.94%,(S)
20727,Ines,1276,17.40%,(S),39.89%,(S),5.80%,33.62%
21251,Imhof,1234,95.14%,(S),0.41%,(S),1.05%,3.08%
21495,Iannucci,1215,95.56%,(S),1.65%,(S),0.74%,1.98%
21609,Inoa,1207,1.66%,0.58%,(S),(S),0.00%,97.27%
21625,Iracheta,1206,1.74%,(S),(S),(S),(S),97.68%
21830,Indelicato,1191,94.88%,(S),0.76%,(S),0.76%,2.69%
21940,Ilagan,1183,4.14%,(S),89.18%,(S),3.97%,2.28%
22081,Ipock,1173,95.06%,(S),(S),1.11%,1.79%,1.53%
22235,Ihrig,1160,94.48%,(S),0.43%,(S),1.55%,3.02%
22334,Isabelle,1154,78.34%,15.25%,(S),(S),2.08%,3.29%
22392,Italiano,1150,95.48%,(S),1.04%,(S),0.87%,2.26%
22573,Illescas,1138,3.51%,(S),1.05%,0.00%,(S),95.25%
22689,Illingworth,1130,82.04%,0.62%,0.53%,1.77%,0.88%,14.16%
22733,Isabella,1127,87.31%,2.22%,0.80%,0.53%,0.98%,8.16%
22770,Irion,1125,91.11%,(S),1.87%,(S),1.60%,3.64%
22827,Isabel,1122,39.04%,16.40%,4.37%,(S),(S),36.10%
22963,Igoe,1114,95.15%,0.00%,(S),(S),1.80%,2.51%
23019,Inda,1110,30.63%,1.98%,1.98%,(S),(S),64.23%
23238,Ingerson,1097,94.71%,(S),0.64%,(S),2.55%,1.46%
23333,Iddings,1091,95.33%,(S),0.46%,(S),1.47%,2.11%
23472,Isais,1083,4.43%,(S),(S),(S),0.46%,94.55%
23604,Inlow,1075,94.33%,(S),(S),1.12%,1.86%,1.67%
23750,Ivanova,1065,98.59%,(S),(S),0.00%,0.47%,(S)
23852,Imai,1059,8.12%,(S),73.75%,(S),10.76%,6.89%
23920,Isa,1055,48.06%,9.57%,27.01%,(S),(S),8.91%
23978,Isola,1052,86.31%,4.56%,(S),(S),1.81%,5.89%
24031,Inga,1049,21.35%,0.76%,(S),3.34%,(S),74.07%
24222,Irelan,1036,95.37%,(S),(S),0.48%,1.74%,1.93%
24665,Ismael,1012,27.08%,32.41%,15.61%,(S),(S),16.21%
24718,Infantino,1009,94.55%,(S),0.69%,(S),1.09%,3.47%
