Rank,Name,Count,White,Black,API,AIAN,2+ Races,Hispanic
842,Walls,41025,68.68%,25.39%,0.37%,0.77%,2.37%,2.42%
942,Waller,36805,69.64%,25.15%,0.45%,0.48%,2.10%,2.17%
944,Woodward,36764,89.74%,4.80%,0.62%,0.68%,1.80%,2.36%
994,Whitney,35118,85.44%,8.45%,0.83%,0.82%,1.99%,2.48%
1013,Werner,34488,95.24%,0.48%,0.68%,0.25%,1.17%,2.18%
1097,Workman,31856,90.09%,5.04%,0.43%,0.71%,1.68%,2.05%
1110,Witt,31575,91.51%,3.23%,0.56%,0.76%,1.47%,2.47%
1119,Winter,31310,93.02%,1.95%,0.63%,0.43%,1.29%,2.68%
1123,Wooten,31249,65.90%,28.78%,0.38%,0.70%,2.28%,1.96%
1131,Wilder,31018,68.05%,26.33%,0.47%,0.74%,2.24%,2.17%
1166,Welsh,30153,91.01%,3.32%,0.75%,0.65%,1.61%,2.67%
1171,Whitfield,29962,44.52%,49.68%,0.38%,0.46%,3.02%,1.94%
1203,Wynn,29417,54.24%,39.05%,1.12%,1.03%,2.47%,2.10%
1244,Wills,28219,76.10%,17.99%,0.69%,0.46%,2.06%,2.70%
1245,Womack,28201,65.16%,29.05%,0.43%,0.72%,2.48%,2.16%
1313,Whitley,26732,72.22%,22.85%,0.44%,0.52%,1.89%,2.09%
1335,Webber,26405,82.78%,11.39%,0.59%,0.59%,1.83%,2.82%
1341,Woodruff,26286,82.02%,12.57%,0.55%,0.59%,2.13%,2.14%
1370,Worley,25758,89.62%,5.40%,0.50%,0.64%,1.80%,2.05%
1380,Weston,25637,70.94%,22.45%,0.52%,1.41%,2.06%,2.61%
1435,Walden,24821,78.14%,16.36%,0.54%,1.03%,2.00%,1.92%
1470,Whalen,24262,93.29%,2.02%,0.70%,0.47%,1.43%,2.09%
1555,Wesley,23135,41.86%,48.95%,0.92%,2.76%,3.05%,2.47%
1575,Whaley,22833,80.79%,14.70%,0.60%,0.44%,1.80%,1.68%
1611,Winn,22316,75.28%,18.00%,1.30%,0.81%,2.31%,2.31%
1640,Winkler,21993,93.78%,1.61%,0.59%,0.41%,1.35%,2.26%
1650,Wolff,21815,94.47%,0.72%,0.74%,0.39%,1.37%,2.32%
1662,Winston,21667,30.30%,62.66%,0.73%,0.28%,3.65%,2.38%
1690,Willard,21352,89.88%,4.60%,0.49%,1.14%,1.78%,2.10%
1691,Waddell,21301,80.85%,14.51%,0.47%,0.36%,1.74%,2.08%
1770,Westbrook,20284,71.22%,22.75%,0.47%,0.90%,2.39%,2.28%
1793,Washburn,20030,92.53%,1.35%,0.49%,1.89%,1.79%,1.96%
1802,Wilhelm,19913,94.64%,0.31%,0.77%,0.28%,1.66%,2.33%
1809,Waiters,19853,74.48%,20.03%,0.40%,0.73%,1.83%,2.52%
1845,Wiseman,19439,88.71%,6.54%,0.50%,0.50%,1.62%,2.12%
1851,Whitman,19399,89.26%,4.23%,0.72%,1.60%,1.70%,2.50%
1903,Weir,18881,87.62%,7.12%,0.59%,0.34%,1.59%,2.73%
1936,Waite,18664,86.17%,8.43%,0.72%,0.55%,1.75%,2.38%
1960,Woody,18434,74.03%,16.44%,0.41%,5.07%,2.07%,1.98%
1975,Wilkes,18314,69.32%,25.46%,0.36%,0.58%,2.04%,2.23%
2059,Whittington,17517,79.92%,14.92%,0.49%,0.57%,2.03%,2.08%
2063,Waldron,17501,87.59%,6.86%,0.55%,0.43%,1.70%,2.87%
2092,Whitt,17293,84.51%,11.16%,0.44%,0.50%,1.68%,1.71%
2098,Woodson,17242,39.81%,54.01%,0.34%,0.40%,3.14%,2.31%
2100,Whittaker,17234,75.98%,18.05%,0.57%,0.49%,2.06%,2.85%
2142,Whitlock,16927,79.54%,15.71%,0.46%,0.56%,1.78%,1.94%
2221,Whiting,16418,76.68%,16.40%,0.67%,1.11%,2.24%,2.91%
2243,Woodall,16260,83.21%,11.59%,0.43%,0.89%,2.01%,1.88%
2257,Willoughby,16111,82.55%,11.94%,0.56%,0.90%,1.98%,2.08%
2300,Wetzel,15849,95.33%,0.52%,0.50%,0.49%,1.25%,1.91%
2367,Wray,15405,82.64%,12.28%,0.53%,0.48%,2.28%,1.79%
2380,Whitmore,15296,74.76%,19.38%,0.69%,0.63%,2.62%,1.91%
2387,Watt,15211,78.55%,14.28%,1.37%,0.99%,2.20%,2.62%
2401,Wagoner,15118,91.78%,3.02%,0.64%,0.75%,1.48%,2.33%
2417,Waggoner,14983,92.36%,2.60%,0.42%,0.69%,1.77%,2.15%
2428,Wilburn,14928,67.45%,26.63%,0.36%,0.71%,2.16%,2.69%
2472,Wakefield,14587,80.87%,13.40%,0.79%,0.53%,2.17%,2.24%
2481,Weldon,14538,80.10%,13.70%,0.57%,0.70%,2.31%,2.62%
2503,Worthington,14452,87.57%,7.06%,0.57%,0.64%,1.79%,2.37%
2546,Weiner,14208,95.77%,0.43%,0.51%,0.15%,1.07%,2.07%
2552,Way,14157,80.02%,12.31%,2.51%,0.86%,1.79%,2.49%
2568,Weathers,14073,59.97%,33.69%,0.47%,0.75%,2.91%,2.22%
2570,Winslow,14056,83.71%,11.06%,0.67%,0.54%,1.81%,2.21%
2571,Whitten,14054,86.79%,8.12%,0.42%,0.58%,1.61%,2.48%
2602,Whipple,13850,84.85%,7.96%,0.53%,2.73%,1.84%,2.09%
2615,Weller,13774,94.02%,1.18%,0.66%,0.44%,1.71%,1.99%
2659,Weinstein,13563,95.62%,0.23%,0.74%,0.12%,0.93%,2.36%
2694,William,13373,35.20%,53.62%,4.20%,1.05%,2.38%,3.56%
2716,Wahl,13253,94.50%,0.66%,1.05%,0.33%,1.21%,2.26%
2736,Witherspoon,13171,32.12%,62.08%,0.29%,0.32%,3.16%,2.03%
2754,Wiles,13105,89.97%,5.25%,0.51%,0.66%,1.85%,1.76%
2758,Westfall,13079,94.17%,0.85%,0.65%,0.43%,1.81%,2.09%
2759,Willey,13067,94.07%,1.47%,0.57%,0.60%,1.47%,1.83%
2761,Willett,13065,90.18%,4.03%,0.77%,0.78%,1.82%,2.41%
2775,Woo,13003,4.65%,0.44%,86.86%,0.08%,4.81%,3.16%
2814,Willingham,12818,63.25%,30.80%,0.51%,0.51%,2.16%,2.77%
2838,Wendt,12712,95.13%,0.36%,0.72%,0.42%,1.24%,2.12%
2846,Wisniewski,12675,96.22%,0.27%,0.46%,0.21%,0.93%,1.92%
2858,Wing,12614,82.15%,3.81%,6.89%,1.60%,2.77%,2.78%
2869,Will,12575,91.16%,4.35%,0.76%,0.26%,1.45%,2.03%
2875,Wheatley,12520,84.69%,10.85%,0.49%,0.36%,1.57%,2.04%
2947,Waterman,12177,86.08%,7.63%,0.60%,1.17%,1.81%,2.71%
2993,Wylie,11975,82.81%,11.22%,0.68%,0.78%,1.95%,2.55%
3084,Wharton,11656,73.32%,20.03%,0.75%,0.45%,2.63%,2.81%
3104,Wallis,11594,90.41%,2.75%,0.78%,1.26%,1.82%,2.98%
3109,Whatley,11579,69.44%,22.96%,0.42%,0.55%,2.07%,4.55%
3113,Watters,11569,83.56%,10.88%,0.56%,0.74%,2.05%,2.20%
3159,Wenzel,11432,95.49%,0.34%,0.68%,0.23%,1.16%,2.10%
3171,Waugh,11387,85.52%,9.06%,0.58%,0.83%,1.87%,2.14%
3176,Withers,11381,73.81%,20.47%,0.62%,0.52%,2.17%,2.41%
3181,Whelan,11363,95.07%,0.39%,0.68%,0.20%,1.22%,2.44%
3191,Whiteside,11334,64.22%,29.37%,0.63%,0.39%,2.78%,2.61%
3208,Wellman,11260,92.21%,3.27%,0.40%,0.67%,1.43%,2.02%
3220,Wren,11211,75.97%,18.10%,0.62%,0.71%,2.19%,2.41%
3244,Warden,11135,87.74%,5.33%,0.51%,0.91%,2.51%,3.00%
3265,Wyman,11051,91.37%,3.13%,0.81%,0.89%,1.41%,2.40%
3290,Wheat,10979,81.59%,12.55%,0.52%,0.62%,2.19%,2.53%
3313,Worrell,10821,71.56%,22.22%,0.95%,0.43%,1.74%,3.11%
3326,Wolford,10789,91.83%,3.51%,0.78%,0.38%,1.57%,1.93%
3332,Wilde,10766,94.64%,0.64%,0.54%,0.67%,1.17%,2.34%
3369,Wenger,10596,96.36%,0.40%,0.45%,0.16%,1.04%,1.59%
3405,Waldrop,10503,93.38%,2.90%,0.50%,0.34%,1.47%,1.40%
3413,Winchester,10480,78.17%,15.49%,0.79%,1.08%,2.34%,2.14%
3430,Westmoreland,10399,77.00%,18.45%,0.33%,0.61%,1.75%,1.87%
3437,Windham,10390,76.98%,18.25%,0.53%,0.52%,1.79%,1.93%
3462,Wicker,10321,80.28%,14.90%,0.60%,0.41%,2.02%,1.78%
3494,Weems,10231,61.71%,32.80%,0.38%,0.85%,2.38%,1.88%
3498,Wayne,10215,76.89%,16.41%,1.03%,1.16%,2.14%,2.38%
3515,Weiler,10160,95.59%,0.64%,0.66%,0.25%,1.09%,1.77%
3588,Wadsworth,9912,89.00%,4.10%,0.47%,2.35%,1.91%,2.17%
3592,Wirth,9907,95.45%,0.35%,0.64%,0.17%,1.21%,2.18%
3612,Weinberg,9825,95.41%,0.51%,0.78%,0.08%,1.07%,2.15%
3617,Witte,9816,95.60%,0.50%,0.60%,0.46%,1.43%,1.42%
3645,Weis,9750,95.65%,0.37%,0.69%,0.13%,1.10%,2.06%
3647,Whitworth,9748,88.39%,5.77%,0.64%,1.22%,1.82%,2.17%
3679,Willson,9659,85.67%,8.09%,0.68%,0.91%,1.64%,3.01%
3686,Wynne,9637,79.14%,13.65%,0.89%,1.20%,2.10%,3.02%
3707,Wei,9578,2.89%,0.42%,94.46%,0.00%,1.80%,0.44%
3719,Wilbur,9527,90.23%,2.63%,0.98%,1.35%,1.89%,2.92%
3735,Wicks,9489,72.38%,21.94%,0.69%,0.46%,2.60%,1.93%
3782,Woodworth,9361,94.31%,0.64%,0.62%,0.59%,1.67%,2.18%
3817,Wiese,9287,95.57%,0.22%,0.56%,0.34%,1.00%,2.30%
3820,Whitson,9273,82.70%,11.34%,0.40%,1.07%,1.92%,2.57%
3847,Wheaton,9202,77.34%,16.53%,0.58%,0.72%,2.33%,2.51%
3880,Worden,9139,93.38%,0.71%,0.70%,0.51%,1.81%,2.89%
3962,Wilks,8972,63.03%,32.29%,0.25%,0.26%,2.12%,2.06%
4011,Wofford,8856,65.32%,25.95%,0.29%,2.45%,3.23%,2.76%
4016,Weatherford,8850,90.64%,3.90%,0.54%,1.12%,1.66%,2.14%
4040,Worthy,8795,38.29%,55.84%,0.40%,0.25%,3.15%,2.07%
4054,Winstead,8756,79.19%,16.57%,0.47%,0.41%,1.76%,1.60%
4070,Wimberly,8729,49.19%,44.76%,0.18%,0.54%,2.10%,3.23%
4138,Welker,8566,94.36%,0.93%,0.49%,0.61%,1.60%,2.01%
4156,Wozniak,8526,96.27%,0.18%,0.41%,0.20%,1.08%,1.86%
4182,Wasson,8471,90.12%,2.77%,1.11%,1.16%,2.04%,2.80%
4220,Weidner,8400,96.20%,0.24%,0.32%,0.17%,0.94%,2.13%
4231,Wentz,8376,93.95%,1.77%,0.59%,0.53%,1.19%,1.98%
4242,Wingate,8359,71.92%,23.17%,0.63%,0.43%,1.67%,2.17%
4248,Williford,8352,78.96%,16.14%,0.28%,0.71%,1.89%,2.02%
4253,Wick,8333,93.83%,0.43%,0.77%,0.83%,1.55%,2.59%
4261,Wilhite,8325,79.46%,15.44%,0.30%,0.43%,1.75%,2.62%
4263,Whitcomb,8324,92.94%,2.25%,0.62%,0.50%,1.56%,2.13%
4302,Withrow,8262,91.53%,3.21%,0.51%,0.61%,2.05%,2.11%
4318,Winfield,8230,43.73%,49.50%,0.30%,0.70%,2.72%,3.04%
4324,Wild,8217,94.54%,0.39%,0.84%,0.39%,1.33%,2.52%
4331,Wertz,8198,93.58%,2.00%,0.46%,0.20%,1.21%,2.55%
4336,Wegner,8192,95.25%,0.29%,0.66%,0.34%,1.16%,2.29%
4348,Wilt,8165,95.97%,0.48%,0.45%,0.31%,1.30%,1.49%
4384,Wilbanks,8107,93.45%,1.92%,0.58%,0.78%,1.65%,1.62%
4386,Wilke,8106,94.77%,0.48%,0.48%,0.91%,1.37%,1.99%
4410,Weimer,8050,94.98%,0.47%,0.56%,0.24%,1.76%,1.99%
4428,Wentworth,8023,94.38%,1.20%,0.36%,0.56%,1.61%,1.89%
4432,Whitlow,8020,73.94%,20.86%,0.42%,1.32%,1.81%,1.65%
4442,Weed,7987,92.95%,1.97%,0.59%,0.85%,1.39%,2.25%
4550,Wooldridge,7788,89.09%,5.33%,0.60%,0.50%,2.04%,2.44%
4598,Worth,7713,87.29%,7.20%,0.87%,0.36%,1.66%,2.62%
4601,Wojcik,7710,96.17%,0.18%,0.54%,0.18%,1.13%,1.79%
4609,Whyte,7701,52.58%,40.22%,0.66%,0.74%,2.42%,3.39%
4645,Whiteman,7642,83.45%,4.27%,0.71%,6.78%,2.08%,2.72%
4652,Windsor,7621,89.83%,5.27%,0.71%,0.54%,1.63%,2.02%
4702,Wooden,7547,51.72%,41.94%,0.76%,0.45%,2.97%,2.17%
4739,Whited,7482,94.05%,1.44%,0.27%,0.67%,1.48%,2.09%
4758,Warfield,7443,61.31%,32.30%,0.55%,0.19%,3.16%,2.50%
4763,Wallen,7436,86.89%,6.39%,0.95%,1.17%,2.10%,2.50%
4774,Whitehurst,7412,68.21%,27.15%,0.36%,0.46%,1.88%,1.94%
4814,Wickham,7335,89.05%,4.83%,0.75%,0.94%,1.98%,2.45%
4828,Whittle,7307,80.22%,13.14%,0.71%,0.59%,2.50%,2.83%
4842,Walling,7275,93.73%,0.67%,0.66%,1.00%,1.72%,2.21%
4879,Walz,7220,95.14%,0.19%,0.79%,0.36%,1.65%,1.87%
4906,Whitmire,7179,85.96%,8.58%,0.35%,1.50%,1.91%,1.70%
4924,Woodbury,7144,82.56%,11.77%,0.50%,0.55%,1.83%,2.79%
4947,Wilkie,7116,85.29%,4.57%,0.60%,4.58%,2.46%,2.50%
4948,Wainwright,7114,76.82%,17.63%,0.38%,0.53%,2.29%,2.35%
4953,Westphal,7101,94.92%,0.21%,0.63%,0.42%,1.35%,2.46%
4956,Welborn,7095,90.46%,5.53%,0.31%,0.61%,1.14%,1.96%
4995,Wallin,7034,94.65%,0.58%,0.61%,0.48%,1.35%,2.32%
5026,Woodley,6982,46.29%,46.68%,0.34%,0.60%,2.75%,3.34%
5049,Woolsey,6949,92.19%,0.69%,1.50%,0.71%,2.32%,2.60%
5064,Weatherly,6926,82.43%,12.72%,0.43%,0.53%,1.70%,2.18%
5131,Waltz,6819,95.31%,0.85%,0.59%,0.38%,1.29%,1.58%
5151,Woodcock,6794,94.05%,1.30%,0.53%,0.57%,1.55%,2.00%
5156,Wellington,6784,54.25%,37.25%,0.96%,1.19%,2.65%,3.70%
5176,Woolley,6749,90.49%,3.75%,0.61%,0.49%,2.27%,2.40%
5187,Weigel,6740,95.21%,0.40%,0.56%,0.37%,1.48%,1.97%
5187,Winfrey,6740,52.46%,41.22%,0.39%,0.77%,2.43%,2.73%
5194,Wisdom,6734,77.65%,14.26%,0.46%,1.50%,2.44%,3.70%
5262,Wessel,6630,95.08%,0.30%,0.78%,0.42%,1.55%,1.86%
5297,Wasserman,6577,95.97%,0.38%,0.59%,0.15%,0.67%,2.24%
5359,Wyant,6498,93.95%,0.95%,0.52%,0.52%,1.80%,2.25%
5386,Witmer,6461,96.13%,0.20%,0.56%,0.14%,1.27%,1.70%
5390,Weil,6455,93.49%,1.22%,0.95%,0.25%,1.21%,2.88%
5402,Walther,6444,93.20%,0.65%,0.84%,0.50%,1.89%,2.92%
5444,Wyrick,6391,83.96%,10.28%,0.25%,0.88%,2.21%,2.43%
5466,Wingfield,6362,61.47%,33.02%,0.36%,0.44%,2.53%,2.17%
5480,Warrick,6347,78.78%,15.35%,1.04%,0.44%,2.58%,1.81%
5482,Wampler,6345,95.48%,0.36%,0.55%,0.41%,1.37%,1.83%
5493,Wimmer,6334,94.41%,0.58%,0.66%,0.82%,1.52%,2.01%
5522,Weddle,6296,87.53%,7.13%,0.57%,0.57%,1.51%,2.68%
5555,Whitehouse,6258,92.14%,0.58%,0.59%,2.92%,1.71%,2.06%
5605,Watanabe,6204,6.85%,(S),79.40%,(S),10.20%,3.37%
5628,Word,6177,57.94%,37.15%,0.32%,0.42%,2.25%,1.91%
5638,Weiland,6163,96.15%,0.18%,0.45%,0.34%,0.80%,2.08%
5642,Wilber,6155,88.89%,2.53%,0.71%,3.49%,1.71%,2.66%
5679,Wooley,6109,80.34%,13.26%,0.62%,0.83%,2.32%,2.62%
5721,Whetstone,6064,70.60%,24.57%,0.61%,0.30%,2.28%,1.65%
5769,Wiegand,6004,95.89%,0.25%,0.57%,0.45%,1.03%,1.82%
5845,Wingo,5913,72.20%,20.99%,0.63%,1.12%,2.89%,2.18%
5878,Wen,5870,2.56%,(S),95.04%,(S),1.33%,0.56%
5911,Wan,5831,4.08%,1.84%,89.97%,0.10%,2.78%,1.23%
5971,Wilk,5763,95.87%,0.57%,0.62%,0.19%,1.13%,1.61%
6011,Walston,5721,74.41%,20.63%,0.45%,0.40%,1.91%,2.20%
6058,Witkowski,5662,96.36%,0.34%,0.53%,0.21%,0.85%,1.71%
6059,Waits,5661,83.50%,12.19%,0.23%,0.71%,1.50%,1.87%
6091,Wold,5631,93.77%,1.33%,0.73%,0.46%,1.49%,2.22%
6091,Worsham,5631,79.74%,14.47%,0.96%,0.75%,1.94%,2.15%
6097,Westcott,5626,92.68%,2.70%,0.68%,0.41%,1.39%,2.15%
6149,Wendel,5572,96.20%,0.27%,0.56%,0.31%,1.45%,1.22%
6167,Waldman,5549,94.50%,0.27%,0.87%,0.11%,1.01%,3.24%
6192,Winder,5527,69.37%,23.56%,0.74%,0.69%,2.10%,3.55%
6213,Woodman,5505,90.84%,2.09%,0.65%,1.34%,2.02%,3.05%
6250,Widener,5464,93.47%,2.01%,0.31%,0.64%,1.63%,1.94%
6302,Weiser,5421,94.78%,0.35%,0.50%,1.14%,1.25%,1.97%
6307,Warwick,5411,91.92%,2.53%,0.55%,0.81%,1.74%,2.44%
6307,Wayman,5411,87.29%,5.32%,0.70%,1.39%,2.33%,2.98%
6310,Weatherspoon,5409,14.05%,80.09%,0.18%,0.18%,3.42%,2.07%
6358,Wortham,5358,50.15%,43.45%,0.35%,0.73%,3.27%,2.05%
6398,Whitmer,5317,95.13%,0.94%,0.39%,0.56%,1.35%,1.62%
6400,Wolcott,5315,93.64%,0.70%,0.51%,0.55%,1.66%,2.95%
6402,Wieland,5314,94.92%,0.30%,0.70%,0.23%,1.41%,2.45%
6405,Womble,5311,75.22%,19.71%,0.34%,0.45%,1.96%,2.32%
6417,Woolard,5296,86.12%,9.38%,0.34%,0.60%,1.36%,2.19%
6437,Witcher,5275,51.79%,43.20%,0.28%,0.34%,2.90%,1.48%
6451,Wyckoff,5262,86.93%,8.04%,0.51%,0.48%,1.60%,2.45%
6463,Whittemore,5256,95.02%,0.99%,0.42%,0.34%,1.26%,1.98%
6505,Wesson,5217,67.28%,26.18%,0.44%,0.54%,2.34%,3.22%
6516,Wescott,5205,85.40%,7.76%,0.54%,1.25%,2.32%,2.73%
6516,Wilmoth,5205,93.26%,1.25%,0.44%,1.00%,1.63%,2.42%
6528,Wiener,5191,95.43%,(S),0.46%,(S),0.73%,2.87%
6532,Wester,5187,86.41%,8.87%,0.62%,0.52%,1.29%,2.29%
6542,Woodring,5176,94.65%,0.93%,0.50%,0.52%,1.28%,2.13%
6566,Wrenn,5160,82.29%,13.91%,0.45%,0.27%,1.65%,1.43%
6567,Warnock,5159,93.35%,1.38%,0.52%,0.41%,1.34%,3.00%
6602,Wales,5133,88.04%,6.10%,1.27%,0.45%,1.85%,2.30%
6620,Westerman,5117,94.22%,0.64%,0.59%,0.72%,1.68%,2.15%
6720,Willie,5025,41.23%,30.73%,0.82%,22.27%,2.21%,2.75%
6721,Wojciechowski,5023,95.94%,0.26%,0.42%,0.12%,1.11%,2.15%
6757,Woodford,4989,76.37%,17.72%,0.60%,0.62%,2.43%,2.26%
6766,Wingard,4983,86.33%,10.44%,0.40%,0.14%,1.51%,1.18%
6854,Wilmot,4910,83.22%,8.94%,0.61%,0.84%,2.24%,4.15%
6863,Wight,4904,91.74%,2.41%,1.37%,0.41%,2.26%,1.81%
6870,Weinberger,4897,96.04%,0.22%,0.47%,0.33%,0.82%,2.12%
6894,Welty,4876,94.65%,(S),(S),0.78%,1.58%,2.48%
6935,Whiteley,4834,90.75%,1.55%,1.01%,1.34%,2.71%,2.63%
6956,Waltman,4822,93.18%,0.81%,0.50%,1.20%,1.99%,2.32%
6989,Whitford,4793,89.00%,2.15%,0.69%,3.25%,1.88%,3.03%
7028,Welton,4761,83.97%,10.82%,0.67%,0.32%,1.68%,2.54%
7035,Wysocki,4758,96.28%,0.25%,0.59%,0.29%,0.63%,1.95%
7047,Wilborn,4752,46.72%,46.15%,0.36%,0.48%,2.90%,3.39%
7061,Wittman,4739,93.67%,0.44%,0.78%,0.99%,1.65%,2.47%
7071,Westover,4734,94.13%,0.38%,0.57%,0.59%,1.58%,2.75%
7078,Walley,4730,81.21%,13.91%,0.36%,0.99%,1.78%,1.75%
7080,Welter,4729,96.07%,0.32%,0.55%,0.19%,1.21%,1.67%
7120,Waldo,4699,83.34%,7.00%,0.89%,0.43%,1.55%,6.79%
7145,Weng,4680,6.50%,0.90%,90.09%,0.00%,1.69%,0.83%
7151,Wildman,4678,91.28%,4.04%,0.47%,0.41%,1.15%,2.65%
7194,Watford,4646,57.58%,38.12%,0.19%,0.56%,1.76%,1.79%
7195,Winchell,4644,93.91%,0.71%,0.65%,0.62%,1.85%,2.26%
7215,Weissman,4627,95.22%,(S),0.67%,(S),1.25%,2.46%
7247,Wachter,4601,95.94%,0.15%,0.65%,0.59%,1.13%,1.54%
7287,Wyche,4573,18.63%,73.89%,0.28%,0.42%,3.70%,3.08%
7291,Wortman,4572,94.12%,1.25%,0.46%,0.70%,1.57%,1.90%
7293,Wroblewski,4570,96.11%,0.24%,0.44%,0.42%,1.03%,1.77%
7295,Weitzel,4569,95.36%,0.18%,0.39%,0.46%,1.53%,2.08%
7356,Wacker,4530,88.63%,6.25%,0.77%,0.64%,1.66%,2.05%
7384,Wolter,4511,95.70%,0.33%,0.80%,0.38%,1.20%,1.60%
7397,Wulf,4499,93.91%,0.53%,0.67%,1.16%,1.47%,2.27%
7408,Wrobel,4493,97.24%,(S),0.42%,(S),0.65%,1.29%
7426,Woolf,4485,94.07%,1.09%,0.54%,0.47%,1.63%,2.21%
7437,Weese,4478,94.28%,0.47%,0.49%,0.69%,1.67%,2.39%
7441,Warrington,4477,84.28%,7.97%,0.63%,2.86%,2.43%,1.83%
7470,Walk,4460,83.70%,10.04%,1.73%,0.99%,1.39%,2.15%
7481,Whitener,4453,82.01%,11.77%,0.49%,1.50%,2.34%,1.89%
7497,Wargo,4442,95.88%,0.29%,0.70%,0.20%,1.08%,1.85%
7536,Wanner,4411,94.90%,0.93%,0.73%,0.32%,1.70%,1.43%
7578,Wideman,4385,55.87%,40.11%,0.23%,0.34%,2.17%,1.28%
7584,Wilfong,4382,89.50%,6.25%,0.34%,0.27%,1.67%,1.96%
7629,Weidman,4350,94.51%,1.17%,0.69%,0.28%,1.43%,1.93%
7641,Walcott,4346,42.84%,48.80%,0.62%,1.04%,3.01%,3.68%
7650,Winger,4342,93.74%,1.98%,0.55%,0.44%,1.43%,1.87%
7671,Waring,4330,73.16%,21.71%,(S),(S),1.92%,2.29%
