Rank,Name,Count,White,Black,API,AIAN,2+ Races,Hispanic
7983,Zack,4141,93.50%,0.99%,0.94%,0.65%,1.13%,2.78%
8380,Zuber,3950,91.95%,4.10%,0.81%,0.25%,1.01%,1.87%
8419,Zamorano,3926,4.20%,0.23%,0.28%,(S),(S),95.06%
8572,Zeman,3843,95.65%,0.21%,0.91%,0.44%,0.94%,1.85%
8626,Zucker,3813,95.59%,0.60%,0.79%,0.16%,1.18%,1.68%
8629,Zalewski,3812,97.22%,(S),0.42%,(S),0.81%,1.02%
8641,Zacharias,3805,82.58%,1.31%,9.49%,0.42%,1.47%,4.73%
8687,Zazueta,3782,3.23%,(S),(S),0.69%,0.21%,95.66%
8789,Zuckerman,3731,95.60%,(S),0.96%,(S),0.94%,2.12%
8808,Zabel,3717,96.29%,0.22%,0.27%,0.27%,1.10%,1.86%
8865,Zaman,3694,9.42%,0.97%,84.52%,0.35%,3.90%,0.84%
8941,Zhen,3661,0.57%,(S),98.63%,(S),0.46%,0.27%
9451,Zaleski,3442,95.87%,(S),0.76%,(S),1.45%,1.37%
9511,Zellner,3417,81.12%,13.49%,0.32%,1.17%,1.64%,2.25%
9818,Zapien,3298,4.40%,(S),0.39%,0.27%,(S),94.69%
10339,Zumwalt,3115,93.32%,0.29%,0.77%,1.09%,1.93%,2.60%
10505,Zeno,3055,30.15%,50.70%,(S),(S),1.90%,16.40%
10520,Zell,3049,94.62%,0.56%,0.62%,0.30%,1.44%,2.46%
10555,Zavaleta,3036,3.99%,(S),(S),0.00%,(S),95.82%
10620,Zehr,3015,96.12%,(S),0.66%,(S),1.09%,1.59%
10697,Zellers,2988,93.67%,3.21%,0.50%,0.40%,0.57%,1.64%
11104,Zukowski,2857,96.53%,0.49%,0.53%,0.00%,1.02%,1.44%
11122,Zaidi,2851,7.02%,0.84%,86.60%,0.42%,3.40%,1.72%
11204,Ziemba,2821,96.92%,(S),0.39%,(S),0.92%,1.35%
11343,Zastrow,2781,96.84%,(S),(S),0.58%,0.72%,1.29%
11404,Zirkle,2765,95.62%,0.18%,0.69%,0.76%,1.27%,1.48%
11502,Zane,2735,76.86%,1.83%,9.58%,1.21%,5.34%,5.19%
11746,Zoller,2667,93.18%,(S),1.39%,(S),2.70%,2.17%
11946,Zamarrón,2617,5.62%,(S),(S),0.34%,0.42%,93.31%
12884,Zerbe,2388,94.26%,0.34%,0.75%,0.54%,1.88%,2.22%
12948,Zaremba,2372,96.59%,(S),0.51%,(S),1.01%,1.43%
13065,Zehner,2350,93.83%,2.09%,0.68%,0.30%,1.57%,1.53%
13101,Zubia,2340,5.85%,0.21%,0.51%,(S),(S),93.25%
13166,Ziemer,2322,96.21%,(S),0.39%,(S),1.77%,1.34%
13251,Zarco,2304,3.95%,(S),1.43%,0.30%,(S),94.05%
13360,Ziółkowski,2281,96.93%,(S),(S),0.26%,0.61%,1.89%
13407,Zwick,2273,96.66%,(S),0.26%,(S),0.70%,2.20%
13506,Zellmer,2246,96.35%,0.27%,0.53%,0.31%,0.93%,1.60%
13721,Zaldívar,2206,6.12%,0.82%,2.36%,(S),(S),90.34%
14252,Zang,2103,66.00%,1.00%,29.43%,0.52%,1.43%,1.62%
14528,Zullo,2052,93.81%,(S),1.12%,(S),1.02%,3.75%
14549,Zielke,2048,95.12%,(S),0.68%,(S),1.22%,2.59%
14591,Zambrana,2040,9.12%,0.83%,(S),(S),0.39%,89.31%
14591,Zanders,2040,20.93%,72.40%,0.39%,0.29%,3.24%,2.75%
14713,Zigler,2019,80.63%,13.82%,0.50%,0.64%,2.63%,1.78%
14739,Zakrzewski,2016,96.58%,(S),0.64%,(S),0.99%,1.49%
15033,Zoeller,1965,97.10%,(S),0.31%,(S),0.76%,1.48%
15309,Zachery,1917,21.23%,72.09%,(S),(S),4.33%,1.98%
15363,Zawacki,1909,96.86%,(S),(S),0.37%,1.10%,1.26%
15442,Zollinger,1897,95.41%,0.32%,0.47%,0.42%,1.58%,1.79%
15579,Zuluaga,1877,6.77%,(S),1.17%,(S),0.37%,91.58%
15692,Zafar,1859,7.42%,(S),83.38%,(S),6.51%,1.67%
15712,Zorrilla,1856,5.44%,0.59%,2.05%,(S),(S),91.49%
15806,Zylstra,1842,96.47%,(S),0.49%,(S),0.49%,2.17%
15978,Zeledón,1817,6.71%,0.88%,(S),(S),0.33%,91.74%
16087,Zeringue,1800,95.44%,2.39%,(S),(S),0.56%,1.33%
16147,Zertuche,1792,9.71%,(S),(S),0.33%,0.84%,88.62%
16150,Zeitler,1791,96.43%,0.28%,0.67%,0.28%,0.89%,1.45%
16519,Zebrowski,1739,94.88%,1.04%,(S),(S),1.09%,2.24%
16544,Zick,1735,96.31%,(S),(S),0.46%,0.81%,1.84%
17014,Zeiger,1670,95.21%,0.72%,0.30%,0.30%,0.84%,2.63%
17481,Zehnder,1612,96.22%,(S),0.43%,(S),1.18%,1.80%
17502,Zornes,1610,94.66%,0.00%,0.31%,0.31%,1.74%,2.98%
17745,Zacher,1579,93.79%,(S),(S),1.27%,1.77%,2.60%
17958,Zarazúa,1556,2.63%,0.00%,(S),0.00%,(S),97.04%
17958,Zobel,1556,95.05%,(S),1.29%,(S),1.16%,1.80%
17975,Zach,1554,95.30%,0.32%,0.45%,0.39%,1.42%,2.12%
18090,Zeh,1540,93.18%,1.69%,1.04%,(S),(S),3.25%
18144,Zerr,1534,94.39%,0.33%,0.46%,0.72%,1.37%,2.74%
18218,Zepp,1527,95.81%,0.33%,0.33%,0.39%,0.98%,2.16%
18246,Zych,1523,97.24%,(S),0.33%,(S),0.59%,1.58%
18317,Zhuang,1513,0.93%,(S),98.02%,0.00%,0.93%,(S)
18423,Zurawski,1503,97.67%,(S),0.40%,(S),0.60%,1.20%
18486,Zia,1495,23.14%,(S),67.56%,(S),6.29%,2.27%
18572,Zackery,1485,18.32%,74.34%,0.40%,0.67%,4.04%,2.22%
18660,Zoellner,1474,96.81%,(S),0.41%,(S),1.29%,1.29%
18858,Zagorski,1450,96.62%,(S),(S),0.62%,0.55%,1.72%
18928,Zurek,1442,95.63%,(S),0.49%,(S),1.04%,2.36%
19062,Zona,1428,95.73%,(S),0.56%,(S),0.98%,2.24%
19123,Zelinski,1422,95.29%,(S),0.56%,(S),1.27%,2.39%
19398,Zaborowski,1393,97.49%,(S),0.36%,(S),0.43%,1.65%
19823,Zaki,1356,71.83%,(S),17.26%,(S),3.61%,3.69%
19911,Zenon,1348,13.72%,44.14%,3.41%,0.00%,3.19%,35.53%
19924,Zawadzki,1347,96.36%,(S),(S),0.00%,0.52%,2.67%
19966,Zurcher,1343,93.60%,(S),(S),1.34%,1.34%,3.05%
20019,Zea,1337,31.04%,0.52%,0.52%,0.00%,0.52%,67.39%
20029,Zoll,1336,94.61%,(S),0.67%,(S),1.80%,2.40%
20157,Zech,1324,96.45%,0.38%,(S),(S),0.83%,1.81%
20216,Zion,1318,89.83%,4.40%,0.99%,0.68%,2.20%,1.90%
20239,Ziebell,1315,94.37%,(S),0.91%,(S),2.13%,2.43%
20299,Zager,1310,93.97%,0.38%,1.07%,0.00%,1.76%,2.82%
20408,Zickefoose,1302,96.54%,(S),(S),0.46%,1.38%,1.23%
20617,Zweifel,1285,95.41%,(S),0.86%,(S),1.40%,1.48%
20961,Zuidema,1256,96.58%,(S),(S),0.48%,0.80%,1.91%
20996,Zima,1253,95.13%,(S),0.72%,(S),1.60%,1.92%
21048,Zartman,1249,97.76%,(S),(S),(S),0.40%,1.28%
21330,Zahner,1228,95.03%,0.00%,(S),(S),2.44%,1.95%
21439,Zetina,1219,5.00%,2.63%,0.74%,(S),(S),90.81%
21524,Zevallos,1213,8.49%,(S),0.41%,0.00%,(S),90.93%
21842,Zupan,1190,94.87%,0.67%,(S),(S),1.34%,2.27%
21940,Zwart,1183,97.38%,(S),0.93%,(S),0.76%,0.76%
21986,Zuk,1180,95.85%,(S),0.59%,(S),1.10%,2.29%
22081,Zemke,1173,95.40%,(S),(S),0.60%,0.85%,2.64%
22201,Zatarain,1162,10.76%,(S),1.55%,(S),(S),87.18%
22319,Zuehlke,1155,94.55%,0.43%,1.47%,0.00%,1.82%,1.73%
22359,Zabriskie,1152,92.62%,2.08%,0.52%,0.52%,1.22%,3.04%
22404,Zuck,1149,95.13%,(S),(S),1.13%,1.91%,1.13%
22450,Zenner,1146,95.38%,(S),0.52%,(S),1.05%,2.88%
22481,Zipperer,1144,95.28%,0.96%,0.61%,0.87%,1.66%,0.61%
22573,Ziemann,1138,94.11%,(S),0.70%,(S),1.41%,2.81%
22838,Zentz,1121,95.72%,(S),0.89%,(S),1.07%,1.25%
22838,Zweig,1121,94.56%,0.45%,0.54%,0.00%,0.89%,3.57%
23019,Zappia,1110,93.78%,0.45%,(S),(S),0.90%,4.41%
23120,Zhan,1104,1.90%,0.54%,96.38%,0.00%,0.72%,0.45%
23185,Zappa,1100,96.45%,(S),0.91%,(S),(S),1.91%
23238,Zwicker,1097,94.90%,(S),(S),1.00%,1.46%,2.01%
23283,Zahid,1094,8.68%,(S),85.56%,(S),3.93%,1.10%
23315,Zuno,1092,5.49%,(S),1.83%,0.46%,(S),91.67%
23333,Zmuda,1091,96.88%,(S),0.73%,(S),0.92%,0.92%
23555,Zuercher,1078,96.85%,(S),0.83%,(S),0.93%,1.11%
23647,Zeitz,1072,95.62%,(S),0.93%,(S),1.59%,1.59%
23691,Zundel,1069,95.04%,(S),0.84%,(S),1.12%,2.06%
23768,Zupančič,1064,95.68%,(S),(S),(S),0.75%,2.82%
23866,Zinke,1058,94.14%,(S),0.57%,(S),1.89%,2.46%
23920,Zubiate,1055,6.92%,0.00%,(S),(S),0.00%,92.51%
23957,Zipp,1053,94.78%,(S),0.85%,(S),1.23%,2.18%
24049,Zahler,1048,95.61%,(S),(S),0.86%,0.76%,1.81%
24090,Zirbel,1045,96.65%,(S),0.48%,0.57%,(S),1.63%
24186,Zaugg,1039,94.61%,(S),(S),2.12%,0.77%,1.92%
24201,Ziebarth,1038,96.82%,(S),(S),0.96%,1.06%,0.87%
24325,Zenteno,1031,3.59%,(S),(S),0.00%,0.00%,96.22%
24388,Zelenka,1027,96.11%,(S),0.78%,(S),1.46%,1.36%
24404,Zentner,1026,95.81%,(S),(S),0.49%,0.78%,2.44%
24517,Zambito,1020,92.75%,0.49%,(S),(S),1.67%,4.80%
24762,Zuccaro,1006,96.62%,(S),(S),(S),(S),2.19%
24787,Zapf,1005,95.22%,(S),1.19%,(S),1.79%,1.39%
24822,Zeidan,1003,85.94%,1.00%,1.60%,0.00%,8.87%,2.59%
