Rank,Name,Count,White,Black,API,AIAN,2+ Races,Hispanic
3356,Olguín,10660,6.83%,0.38%,0.29%,0.99%,0.38%,91.12%
3395,O'Shea,10531,95.27%,0.56%,0.66%,0.16%,0.71%,2.64%
3412,Olivo,10483,16.91%,0.59%,0.50%,0.09%,0.30%,81.62%
3590,Osman,9908,43.17%,45.04%,6.33%,0.27%,3.22%,1.97%
3596,Olmos,9895,4.31%,0.10%,0.84%,0.20%,0.50%,94.06%
3660,Olivarez,9720,7.14%,0.14%,0.82%,0.35%,0.33%,91.21%
3704,Ong,9584,7.32%,(S),87.39%,(S),3.07%,1.88%
3722,Ostrander,9518,94.83%,0.27%,0.60%,0.30%,1.88%,2.11%
3815,Ocasio,9293,5.98%,1.26%,0.39%,0.14%,0.18%,92.05%
3896,Olivera,9108,15.52%,1.97%,0.92%,0.19%,0.74%,80.67%
3991,Outlaw,8901,40.85%,53.63%,0.39%,0.38%,2.79%,1.95%
4273,Orosco,8313,6.63%,1.00%,1.00%,1.46%,0.67%,89.25%
4315,Oden,8240,61.07%,31.94%,0.57%,0.58%,2.77%,3.07%
4362,Oviedo,8145,4.51%,0.25%,0.85%,0.11%,0.17%,94.12%
4430,Olmstead,8021,94.12%,0.71%,0.61%,0.62%,1.56%,2.38%
4535,Orta,7820,8.40%,0.61%,0.56%,0.23%,0.33%,89.86%
4578,Ordaz,7753,3.79%,0.18%,0.25%,0.08%,0.13%,95.58%
4610,Ovalle,7698,5.47%,0.53%,0.25%,0.09%,0.25%,93.41%
4627,Olds,7670,74.05%,19.47%,0.69%,0.90%,2.69%,2.20%
4631,Omar,7660,32.52%,50.47%,6.24%,0.20%,5.57%,5.00%
4666,Osuna,7601,5.26%,0.29%,0.53%,1.84%,0.37%,91.71%
4699,Osburn,7549,89.85%,2.95%,0.57%,2.00%,2.21%,2.41%
4699,Otis,7549,74.47%,19.22%,0.83%,0.64%,2.01%,2.82%
4831,O'Grady,7306,94.47%,0.60%,0.74%,0.26%,1.20%,2.72%
4903,Oaks,7182,87.27%,7.56%,0.31%,0.70%,2.01%,2.16%
4930,Oxendine,7139,22.16%,7.89%,0.29%,63.68%,4.93%,1.05%
4965,Oropeza,7082,4.41%,0.25%,0.20%,0.11%,0.23%,94.80%
5015,Ostrowski,7005,96.46%,0.14%,0.50%,0.11%,1.00%,1.78%
5201,Orton,6720,91.98%,2.43%,0.65%,0.51%,1.50%,2.93%
5433,O'Bryan,6408,93.26%,1.78%,0.53%,0.53%,1.45%,2.45%
5438,Olivier,6400,67.25%,22.92%,0.44%,0.30%,2.63%,6.47%
5482,Orth,6345,95.45%,0.43%,0.79%,0.14%,1.32%,1.88%
5499,Ozuna,6327,5.29%,0.40%,0.17%,0.60%,0.38%,93.16%
5512,Overby,6311,83.90%,11.84%,0.43%,0.35%,1.44%,2.04%
5554,Oster,6259,93.83%,0.78%,0.75%,0.35%,1.65%,2.64%
5619,Osgood,6186,90.27%,4.46%,0.52%,0.50%,2.15%,2.10%
5630,Obregón,6172,7.24%,0.34%,1.20%,0.19%,0.19%,90.83%
5649,Orona,6145,8.90%,0.29%,0.65%,0.68%,0.41%,89.06%
5853,Ochs,5901,95.59%,0.15%,0.61%,0.22%,0.81%,2.61%
5931,Oliphant,5808,68.80%,26.29%,0.43%,0.64%,2.03%,1.81%
5967,Olmedo,5768,3.48%,0.17%,1.28%,0.10%,0.16%,94.80%
5998,Olinger,5732,91.54%,3.42%,0.63%,0.47%,2.20%,1.74%
6021,Olive,5712,71.97%,16.44%,3.06%,0.74%,2.54%,5.25%
6164,Olszewski,5554,96.76%,0.18%,0.70%,0.14%,0.59%,1.62%
6179,Oberg,5537,94.00%,1.39%,0.78%,0.54%,1.32%,1.97%
6223,Osteen,5497,90.07%,5.44%,0.49%,0.25%,1.33%,2.42%
6263,Oquendo,5455,5.00%,1.94%,1.74%,(S),(S),91.05%
6284,O'Quinn,5439,83.60%,11.80%,0.40%,0.33%,1.67%,2.19%
6326,Overman,5396,94.20%,1.54%,0.39%,0.41%,1.54%,1.93%
6524,Oswalt,5198,95.56%,0.21%,0.44%,0.46%,1.54%,1.79%
6607,O'Hare,5128,94.70%,0.78%,0.45%,0.12%,1.21%,2.75%
6940,Orcutt,4831,92.71%,0.29%,0.39%,2.21%,2.07%,2.32%
6983,O'Meara,4801,94.83%,0.56%,0.98%,0.21%,1.60%,1.81%
6993,O'Mara,4792,90.80%,1.63%,2.17%,0.25%,0.98%,4.17%
7048,Ousley,4751,64.79%,31.38%,0.13%,0.25%,1.87%,1.58%
7217,Oliveros,4624,4.13%,(S),13.56%,(S),1.30%,80.71%
7369,Ogletree,4519,48.53%,46.18%,0.46%,0.62%,2.28%,1.93%
7387,Oxford,4509,88.16%,5.12%,0.55%,1.29%,1.95%,2.93%
7455,Oseguera,4470,2.89%,0.18%,0.13%,(S),(S),96.69%
7492,Olea,4447,9.53%,0.27%,2.45%,0.38%,0.22%,87.14%
7561,Otten,4396,93.49%,0.89%,0.45%,2.21%,0.93%,2.02%
7572,Otte,4387,94.60%,(S),0.78%,(S),1.34%,2.74%
7585,Odum,4381,66.51%,28.42%,0.32%,0.52%,2.47%,1.76%
7585,Owings,4381,91.44%,2.35%,0.75%,1.39%,2.17%,1.89%
7629,Orange,4350,48.83%,43.52%,0.85%,1.31%,2.83%,2.67%
7694,Oxley,4315,87.25%,7.72%,0.44%,0.76%,1.25%,2.57%
7891,Ou,4196,2.24%,(S),95.61%,(S),1.36%,0.60%
7950,Olin,4163,88.85%,2.07%,1.32%,1.42%,1.63%,4.71%
8283,O'Bryant,4001,62.53%,31.59%,0.62%,0.37%,1.90%,2.97%
8317,Odle,3984,89.41%,5.30%,0.48%,0.95%,2.01%,1.86%
8697,Ospina,3774,6.12%,0.32%,0.21%,(S),(S),93.27%
8720,Ortez,3762,8.40%,0.69%,0.48%,0.53%,0.32%,89.58%
8780,Oleson,3734,94.83%,0.27%,0.94%,0.64%,1.61%,1.71%
8799,Ober,3724,93.93%,1.53%,1.21%,0.51%,1.40%,1.42%
8878,O'Day,3688,93.17%,2.28%,0.98%,0.22%,1.68%,1.68%
8981,Ormsby,3643,84.19%,6.20%,0.58%,0.33%,2.28%,6.42%
9048,O'Conner,3611,79.34%,13.71%,0.69%,0.39%,2.80%,3.07%
9081,Oceguera,3599,2.72%,(S),0.14%,(S),(S),96.86%
9232,Oney,3528,88.58%,6.26%,0.82%,1.30%,1.47%,1.56%
9320,Oyler,3493,94.33%,0.29%,0.57%,0.80%,1.57%,2.43%
9343,Ostrom,3485,95.12%,0.20%,0.72%,0.34%,1.78%,1.84%
9510,Ogilvie,3418,78.44%,15.33%,1.43%,0.26%,2.11%,2.43%
9551,Obando,3404,5.82%,0.68%,3.11%,(S),(S),89.92%
9667,Oliveri,3357,89.63%,0.86%,0.69%,0.24%,0.60%,7.98%
9839,O'Halloran,3289,93.28%,(S),1.03%,(S),1.31%,3.74%
9839,Olivieri,3289,73.64%,1.00%,(S),(S),1.12%,23.75%
9859,O'Boyle,3281,96.59%,(S),0.37%,(S),1.07%,1.55%
9919,Osterman,3256,94.07%,0.49%,1.04%,0.34%,1.32%,2.73%
9932,Olney,3248,89.04%,1.23%,1.11%,4.06%,2.34%,2.22%
9940,O'Shaughnessy,3246,95.32%,0.52%,(S),(S),1.20%,2.37%
10041,Orlowski,3208,97.88%,(S),0.31%,(S),0.59%,1.00%
10064,O'Brian,3203,91.07%,3.25%,0.72%,0.50%,1.50%,2.97%
10079,Oman,3198,90.99%,2.91%,0.94%,0.53%,1.69%,2.94%
10082,Olmsted,3197,95.12%,(S),0.59%,(S),1.56%,2.03%
10132,Ogburn,3182,69.99%,25.33%,0.41%,0.38%,1.63%,2.26%
10155,Oshiro,3177,3.97%,0.19%,79.76%,0.25%,10.51%,5.32%
10191,O'Loughlin,3162,92.09%,1.93%,(S),(S),1.68%,3.61%
10250,Orndorff,3145,92.56%,2.38%,0.54%,0.29%,2.10%,2.13%
10268,Orman,3139,93.28%,1.31%,0.61%,0.70%,1.82%,2.29%
10352,Ottinger,3112,95.73%,0.19%,0.64%,0.16%,1.03%,2.25%
10396,Onofre,3099,4.32%,0.29%,0.84%,(S),(S),94.19%
10505,Orsini,3055,80.98%,(S),0.56%,(S),0.82%,17.09%
10626,O'Callaghan,3014,95.49%,0.30%,0.66%,0.00%,1.59%,1.96%
10751,O'Dea,2968,95.35%,0.27%,0.71%,0.47%,0.88%,2.32%
10819,Oldenburg,2944,95.24%,(S),0.44%,(S),1.32%,2.65%
10837,Owusu,2938,1.26%,95.95%,0.20%,0.20%,1.33%,1.06%
10866,Owsley,2932,83.36%,10.91%,0.41%,0.41%,2.22%,2.69%
10983,Offutt,2896,75.73%,18.99%,0.35%,0.31%,2.11%,2.52%
10987,Overholt,2894,96.30%,(S),0.48%,(S),1.24%,1.59%
11185,Olague,2827,7.22%,0.57%,0.39%,(S),(S),91.40%
11226,Oldfield,2816,93.75%,2.24%,0.43%,0.53%,1.46%,1.60%
11283,Oller,2800,83.71%,0.54%,2.36%,0.71%,1.86%,10.82%
11395,O'Daniel,2767,89.12%,3.79%,0.61%,1.41%,2.75%,2.31%
11478,Ordway,2741,93.65%,1.50%,0.66%,0.29%,1.79%,2.12%
11529,O'Hearn,2728,94.79%,0.88%,0.92%,0.26%,1.10%,2.05%
11663,Overbey,2688,88.88%,6.96%,0.60%,0.52%,1.45%,1.60%
11697,Ortego,2679,74.84%,0.22%,0.90%,0.34%,0.93%,22.77%
11716,O'Bannon,2675,63.89%,29.68%,0.52%,0.52%,2.88%,2.50%
11764,Oddo,2663,92.94%,0.71%,0.83%,0.23%,1.35%,3.94%
11856,Overcash,2641,97.08%,(S),0.30%,(S),0.98%,1.48%
11899,Opperman,2631,94.37%,1.67%,0.42%,0.27%,1.06%,2.20%
11936,O'Kane,2621,85.20%,7.06%,2.71%,0.42%,1.72%,2.90%
11954,Olsson,2615,93.73%,0.65%,1.34%,0.50%,1.26%,2.52%
12042,Oliveras,2591,6.21%,1.54%,0.85%,0.19%,0.19%,91.01%
12121,Ogg,2572,95.45%,0.62%,0.51%,0.23%,1.67%,1.52%
12156,Osbourne,2563,54.19%,40.03%,0.55%,0.70%,2.65%,1.87%
12320,O'Kelley,2524,84.87%,9.39%,0.44%,0.36%,2.06%,2.89%
12384,Oros,2512,45.10%,(S),0.48%,(S),0.72%,53.38%
12399,Orantes,2507,3.07%,0.32%,0.52%,(S),(S),95.81%
12473,Orme,2489,89.59%,4.54%,0.92%,0.52%,1.73%,2.69%
12520,Ortman,2475,95.80%,0.53%,0.57%,0.32%,0.93%,1.86%
12576,Olander,2462,93.62%,1.18%,(S),(S),1.67%,2.44%
12683,Orduña,2435,3.29%,1.93%,2.18%,(S),(S),91.58%
12696,Organ,2431,84.04%,10.04%,0.58%,0.62%,2.18%,2.55%
12752,Ohler,2420,94.30%,0.29%,0.95%,0.58%,1.32%,2.56%
12752,Owensby,2420,78.26%,16.53%,0.37%,0.37%,1.49%,2.98%
12842,O'Gorman,2397,93.87%,0.42%,0.67%,0.21%,1.00%,3.84%
12944,Okamoto,2373,8.93%,0.21%,75.05%,0.25%,13.06%,2.49%
12953,Oberle,2371,95.87%,0.25%,0.89%,0.67%,0.97%,1.35%
13081,Orduño,2347,3.62%,(S),(S),0.30%,0.26%,95.74%
13084,Ormond,2346,76.30%,18.29%,(S),(S),2.34%,1.96%
13101,Orchard,2340,93.93%,0.43%,0.64%,0.30%,1.79%,2.91%
13115,Ocon,2337,9.88%,1.41%,2.40%,0.51%,0.60%,85.19%
13214,Oyer,2313,92.56%,3.03%,0.69%,0.26%,1.51%,1.95%
13271,Olmeda,2298,7.35%,0.70%,0.22%,(S),(S),91.34%
13326,Oberholtzer,2289,97.51%,(S),0.39%,(S),0.74%,0.92%
13330,Osterhout,2288,93.71%,0.31%,0.35%,1.31%,2.45%,1.88%
13536,Owenby,2241,96.88%,(S),(S),0.40%,1.20%,1.03%
13572,Otey,2234,52.51%,41.14%,0.54%,0.45%,2.37%,3.00%
13690,Oestreich,2212,96.75%,(S),(S),0.45%,0.90%,1.36%
13707,Overturf,2208,93.84%,(S),(S),1.54%,1.99%,2.13%
13746,Overly,2201,92.64%,1.64%,1.68%,0.27%,2.04%,1.73%
13786,Oberlander,2194,95.76%,0.23%,0.59%,0.32%,1.09%,2.01%
13806,Ogren,2190,95.25%,(S),1.00%,(S),0.87%,2.51%
13815,O'Rear,2188,90.68%,4.89%,0.59%,0.27%,1.55%,2.01%
13850,Oppenheimer,2182,86.39%,1.56%,(S),(S),1.05%,9.99%
13922,Osornio,2169,2.49%,0.00%,(S),0.00%,(S),97.42%
13938,Ortegón,2166,8.45%,(S),(S),0.55%,0.46%,90.12%
13997,Obert,2153,95.40%,0.28%,0.93%,0.37%,0.60%,2.42%
14050,Ono,2143,6.81%,(S),80.59%,(S),8.17%,3.69%
14119,Ostler,2128,92.76%,0.66%,(S),(S),1.50%,4.46%
14127,O'Farrell,2127,92.10%,0.42%,0.85%,0.38%,1.97%,4.28%
14215,O'Donoghue,2111,92.94%,2.27%,(S),(S),1.04%,2.75%
14238,Overmyer,2106,95.49%,0.38%,0.62%,0.38%,1.23%,1.90%
14257,Oatman,2102,77.74%,15.70%,0.48%,2.38%,1.76%,1.95%
14294,Oehler,2095,95.94%,(S),0.72%,(S),1.24%,1.38%
14468,Ocaña,2064,5.86%,0.44%,2.08%,(S),(S),91.09%
14474,O'Hanlon,2063,93.65%,0.53%,0.63%,0.24%,1.79%,3.15%
14474,Omer,2063,47.21%,37.66%,8.68%,0.24%,4.51%,1.70%
14495,Ortuño,2058,3.94%,0.00%,0.00%,(S),(S),95.72%
14532,Oyola,2051,4.92%,1.71%,(S),(S),0.34%,92.88%
14579,O'Keeffe,2043,94.96%,(S),0.54%,(S),0.93%,3.38%
14681,Ownby,2026,95.21%,0.30%,0.54%,0.39%,1.68%,1.88%
14713,Oubre,2019,68.10%,27.19%,(S),(S),1.93%,2.03%
14739,Ohl,2016,95.73%,(S),1.29%,(S),1.19%,1.39%
14739,Ollis,2016,91.91%,3.22%,0.40%,0.69%,1.88%,1.88%
14749,Olden,2014,55.86%,36.94%,(S),(S),3.82%,2.58%
14834,O'Hagan,1998,91.89%,0.55%,1.00%,0.30%,1.70%,4.55%
14881,Olesen,1988,94.72%,0.35%,0.25%,0.60%,1.26%,2.82%
14893,Okada,1987,6.44%,(S),81.43%,(S),9.16%,2.87%
14920,Ota,1984,7.96%,1.21%,75.60%,0.00%,10.28%,4.94%
15005,Ouyang,1968,0.76%,(S),97.71%,0.00%,1.22%,(S)
15151,Ort,1946,94.55%,0.72%,0.57%,0.36%,0.87%,2.93%
15194,Okafor,1939,1.24%,96.60%,(S),(S),1.24%,0.77%
15255,Olalde,1927,4.72%,(S),0.42%,0.00%,(S),94.45%
15328,Ohman,1913,95.35%,1.05%,0.63%,0.68%,0.84%,1.46%
15328,Onorato,1913,90.64%,(S),0.63%,(S),1.10%,7.42%
15340,O'Banion,1912,87.45%,5.81%,0.68%,1.94%,2.56%,1.57%
15363,Orris,1909,95.08%,(S),0.84%,(S),1.10%,2.04%
15418,Ocegueda,1900,2.00%,(S),(S),(S),0.00%,97.63%
15464,Ohm,1894,87.80%,(S),8.03%,(S),1.11%,2.69%
15508,O'Dowd,1887,93.32%,(S),0.74%,(S),1.54%,3.92%
15508,Ogawa,1887,7.79%,(S),76.31%,(S),11.98%,3.18%
15564,Olmo,1879,15.97%,1.28%,2.77%,(S),(S),79.30%
15579,Outland,1877,64.94%,30.21%,(S),(S),1.65%,2.61%
15639,Osei,1868,1.61%,96.63%,(S),(S),0.96%,0.59%
15673,Ore,1862,56.66%,15.20%,1.61%,(S),(S),25.30%
15763,O'Gara,1849,94.75%,0.65%,1.08%,0.32%,0.92%,2.27%
15806,Olivero,1842,30.67%,1.14%,(S),(S),0.81%,66.94%
15833,Oñate,1838,5.22%,(S),6.64%,(S),0.44%,87.16%
15898,Oberry,1829,82.18%,10.55%,0.82%,2.41%,2.52%,1.53%
15995,Oram,1815,92.23%,3.42%,0.77%,0.28%,1.65%,1.65%
16064,Ochsner,1803,95.84%,0.33%,0.28%,0.50%,0.83%,2.22%
16125,Oppenheim,1795,94.99%,0.33%,1.11%,0.56%,1.34%,1.67%
16214,Oscar,1781,29.03%,43.07%,1.29%,5.73%,2.70%,18.19%
16228,Orrell,1779,92.07%,2.70%,0.51%,0.28%,1.18%,3.26%
16265,Olah,1773,92.72%,(S),0.73%,(S),1.80%,4.06%
16273,Ostendorf,1772,96.50%,0.51%,(S),(S),0.73%,2.03%
16315,Oren,1766,91.68%,2.04%,0.57%,0.45%,2.10%,3.17%
16327,Oda,1765,18.87%,4.31%,63.80%,(S),9.46%,(S)
16349,Orvis,1762,90.24%,4.09%,0.34%,0.34%,1.99%,3.01%
16462,Oberlin,1746,95.25%,0.34%,0.57%,0.40%,1.32%,2.12%
17005,Oliverio,1671,88.33%,0.66%,3.41%,0.00%,0.96%,6.64%
17063,Orner,1664,93.69%,1.02%,(S),(S),1.98%,2.58%
17087,Otwell,1661,94.46%,0.48%,0.66%,0.30%,1.51%,2.59%
17104,Opp,1659,96.02%,(S),0.90%,(S),0.84%,1.57%
17127,Overbeck,1656,96.32%,0.42%,0.48%,0.30%,1.09%,1.39%
17229,Overall,1644,66.85%,26.89%,(S),(S),3.53%,2.07%
17331,Ovando,1631,5.21%,0.55%,0.31%,(S),(S),93.68%
17398,O'Laughlin,1622,93.22%,0.80%,0.55%,0.86%,2.03%,2.53%
17472,Overbay,1613,95.29%,0.37%,0.43%,0.87%,1.49%,1.55%
17551,Ohlson,1603,94.32%,(S),0.62%,(S),1.93%,2.62%
17565,Oo,1601,3.00%,(S),92.88%,(S),2.56%,0.87%
17596,Odegard,1597,94.61%,(S),(S),0.94%,0.88%,2.63%
17625,Orzechowski,1594,96.17%,(S),0.63%,(S),1.57%,1.38%
17673,Othman,1588,77.58%,4.85%,5.73%,0.69%,5.86%,5.29%
17699,Orwig,1585,97.10%,(S),0.32%,(S),0.76%,1.45%
17699,Ours,1585,97.35%,0.38%,(S),(S),0.57%,1.39%
17709,Ortis,1584,18.18%,5.81%,0.44%,0.95%,0.76%,73.86%
17798,Osby,1573,11.82%,81.56%,(S),(S),4.13%,2.03%
17911,Ovalles,1561,2.37%,0.83%,3.52%,(S),(S),92.57%
17951,Opitz,1557,94.28%,0.58%,0.71%,0.64%,1.54%,2.25%
17992,Oles,1552,90.98%,2.84%,0.90%,1.03%,1.29%,2.96%
18018,Ottman,1549,92.96%,2.71%,(S),(S),1.29%,1.94%
18068,O'Driscoll,1543,95.59%,(S),0.45%,(S),1.30%,2.07%
18098,Obermeyer,1539,96.43%,(S),0.39%,(S),1.04%,1.69%
18156,Osowski,1533,96.28%,(S),0.52%,(S),0.91%,1.50%
18218,Osterberg,1527,95.42%,(S),0.52%,(S),1.11%,2.36%
18366,O'Kelly,1508,85.88%,9.28%,(S),(S),1.53%,2.39%
18431,Orosz,1502,96.21%,(S),0.47%,(S),0.67%,2.20%
18467,O'Shields,1498,94.99%,0.87%,(S),(S),0.93%,2.34%
18572,Orban,1485,95.49%,(S),0.74%,(S),0.67%,2.36%
18584,Orihuela,1483,6.61%,(S),0.34%,0.40%,(S),92.58%
18808,Olivar,1456,9.75%,2.27%,15.45%,1.10%,1.92%,69.51%
18910,Okeke,1444,1.66%,95.29%,(S),(S),1.80%,0.69%
18950,Ottley,1440,51.81%,39.93%,0.56%,0.56%,1.74%,5.42%
18961,Odeh,1439,80.19%,6.88%,0.90%,0.35%,7.23%,4.45%
19062,Oldaker,1428,96.78%,(S),(S),0.70%,1.05%,1.05%
19075,O'Dwyer,1427,93.69%,1.33%,1.47%,(S),(S),2.10%
19105,Ouk,1424,0.70%,(S),95.08%,(S),2.25%,1.90%
19152,Ostlund,1418,95.56%,(S),0.78%,(S),1.48%,1.34%
19200,Oregel,1414,1.41%,0.00%,0.35%,0.00%,0.00%,98.23%
19296,Obi,1403,7.84%,85.17%,0.93%,3.35%,1.35%,1.35%
19306,Ogata,1402,8.63%,(S),71.54%,(S),14.12%,4.92%
19321,Outten,1401,64.53%,30.69%,(S),(S),2.00%,2.00%
19348,Ozment,1398,93.85%,(S),0.50%,(S),2.36%,2.50%
19456,Oltman,1389,95.75%,(S),0.86%,(S),1.44%,1.37%
19469,Orgeron,1388,96.18%,(S),(S),0.58%,0.79%,2.16%
19527,Orea,1383,3.83%,2.53%,0.65%,0.00%,0.36%,92.62%
19538,Osegueda,1382,7.09%,(S),(S),1.45%,0.00%,90.96%
19581,Ojo,1378,1.81%,94.12%,(S),(S),2.25%,1.52%
19602,Ogan,1376,87.21%,4.72%,2.47%,0.65%,1.60%,3.34%
19628,Ouzts,1374,86.03%,10.26%,(S),(S),1.38%,1.67%
19671,Orenstein,1370,94.16%,0.44%,1.53%,0.00%,0.73%,3.14%
19671,Overfield,1370,95.62%,(S),(S),0.51%,1.75%,1.46%
19703,Osmond,1367,89.47%,3.73%,1.90%,0.73%,2.27%,1.90%
19814,Officer,1357,66.25%,26.60%,(S),(S),2.51%,3.68%
19865,Orrick,1353,93.27%,(S),0.59%,(S),1.55%,3.99%
19945,O'Donovan,1345,93.75%,(S),0.82%,(S),1.64%,3.42%
19997,O'Hern,1339,96.34%,(S),(S),0.75%,1.05%,1.42%
20037,Ortner,1335,94.53%,0.45%,0.37%,0.82%,1.27%,2.55%
20076,Odegaard,1331,94.44%,0.00%,1.05%,0.68%,1.05%,2.78%
20076,Otter,1331,92.79%,1.35%,0.83%,0.98%,1.95%,2.10%
20125,Outen,1327,61.27%,34.89%,(S),(S),1.81%,1.96%
20227,Okoro,1317,1.29%,95.75%,(S),(S),1.59%,0.91%
20309,On,1309,8.10%,2.14%,85.18%,0.00%,2.22%,2.37%
20421,O'Flaherty,1301,93.85%,1.46%,(S),(S),1.31%,2.61%
20458,Oberst,1298,94.61%,(S),1.46%,(S),1.00%,2.23%
20512,Oviatt,1293,94.66%,(S),(S),(S),0.93%,3.63%
20553,Occhipinti,1290,92.64%,(S),0.62%,(S),1.09%,5.43%
20574,O'Briant,1288,87.27%,7.22%,1.40%,0.85%,1.01%,2.25%
20818,Otts,1268,91.40%,4.57%,(S),(S),1.10%,2.05%
20926,Odoms,1259,8.82%,86.42%,(S),(S),2.46%,1.91%
20926,Orloff,1259,91.66%,(S),(S),1.27%,3.10%,3.34%
20985,Okamura,1254,4.70%,(S),72.97%,(S),12.92%,9.25%
21019,Olejniczak,1251,97.92%,(S),(S),(S),0.40%,1.04%
21048,Orf,1249,97.36%,(S),0.40%,(S),1.28%,0.72%
21307,Oats,1230,33.58%,53.01%,0.41%,7.64%,3.09%,2.28%
21330,Opoku,1228,1.95%,96.50%,0.00%,0.00%,0.98%,0.57%
21360,Otterson,1226,94.29%,0.57%,1.06%,0.49%,1.71%,1.88%
21413,Onken,1221,96.15%,(S),0.98%,(S),0.98%,1.80%
21459,Ouimet,1218,94.83%,(S),0.74%,(S),1.48%,2.13%
