Rank,Name,Count,White,Black,API,AIAN,2+ Races,Hispanic
2770,Redman,13028,81.61%,10.83%,0.93%,0.94%,2.89%,2.80%
2785,Radford,12956,78.20%,16.84%,0.40%,0.77%,2.03%,1.75%
2791,Regalado,12931,5.42%,0.23%,3.43%,0.22%,0.33%,90.36%
2796,Reich,12891,93.85%,0.50%,0.53%,0.96%,1.44%,2.72%
2801,Ricketts,12862,71.79%,22.11%,0.45%,0.65%,2.27%,2.72%
2815,Ragland,12816,48.63%,44.76%,0.47%,0.51%,3.53%,2.09%
2828,Rees,12754,93.90%,0.85%,0.81%,0.29%,1.61%,2.54%
2858,Reddy,12614,27.17%,2.35%,66.12%,0.59%,2.60%,1.17%
2902,Rockwell,12360,90.61%,3.95%,0.69%,0.98%,1.52%,2.26%
2914,Ralston,12302,90.60%,3.60%,0.67%,0.88%,1.71%,2.54%
2932,Ragsdale,12227,78.46%,14.52%,0.43%,1.28%,2.40%,2.92%
2934,Riggins,12218,51.29%,42.46%,0.43%,0.54%,2.72%,2.55%
2944,Robert,12181,71.20%,15.75%,3.99%,0.69%,2.08%,6.29%
2953,Reis,12165,88.94%,2.72%,1.63%,0.16%,2.31%,4.25%
2960,Razo,12125,5.20%,0.28%,1.24%,0.44%,0.42%,92.42%
2967,Rust,12086,93.79%,1.16%,0.71%,0.59%,1.63%,2.12%
2973,Reinhardt,12057,93.06%,1.64%,0.68%,0.41%,1.36%,2.84%
3017,Reedy,11884,87.77%,7.23%,0.58%,0.59%,1.51%,2.32%
3055,Rains,11737,91.04%,2.22%,0.69%,1.25%,1.76%,3.04%
3074,Rawls,11679,52.85%,41.60%,0.39%,0.52%,2.48%,2.16%
3075,Rao,11672,17.02%,0.27%,78.55%,0.16%,2.91%,1.09%
3108,Ramón,11582,10.83%,1.25%,1.29%,3.07%,0.42%,83.15%
3127,Ricci,11534,93.02%,0.51%,0.61%,0.13%,0.94%,4.79%
3133,Ridley,11521,51.23%,41.52%,0.44%,1.48%,3.20%,2.13%
3140,Ruelas,11505,3.23%,0.14%,0.62%,0.39%,0.17%,95.45%
3167,Rupp,11399,95.31%,0.34%,0.69%,0.23%,1.29%,2.14%
3173,Roush,11386,96.44%,0.26%,0.51%,0.30%,1.26%,1.22%
3193,Rodas,11327,7.12%,0.39%,0.74%,0.13%,0.25%,91.37%
3203,Royer,11279,92.40%,2.88%,0.58%,0.48%,1.35%,2.31%
3217,Ruvalcaba,11220,1.68%,0.08%,0.08%,0.15%,0.06%,97.95%
3254,Rivero,11096,9.02%,0.78%,2.14%,0.10%,0.35%,87.61%
3258,Ragan,11081,88.48%,2.68%,4.12%,0.58%,1.53%,2.61%
3319,Reiter,10802,94.99%,0.22%,0.68%,0.80%,1.23%,2.08%
3322,Robins,10797,75.19%,18.78%,1.00%,0.45%,2.32%,2.26%
3409,Ratcliff,10497,73.94%,20.32%,0.45%,0.62%,2.06%,2.61%
3433,Rand,10397,82.04%,11.84%,0.98%,0.19%,1.86%,3.09%
3453,Reichert,10345,95.96%,0.19%,0.58%,0.32%,1.03%,1.91%
3479,Rojo,10275,4.17%,0.23%,2.66%,0.25%,0.19%,92.50%
3623,Renfro,9806,83.15%,10.50%,0.51%,0.84%,2.10%,2.90%
3628,Reddick,9785,41.77%,52.22%,0.59%,0.66%,2.66%,2.10%
3684,Rawlings,9652,76.94%,18.64%,0.59%,0.48%,1.62%,1.74%
3771,Reséndez,9390,6.55%,0.27%,0.11%,0.23%,0.18%,92.66%
3791,Rosenbaum,9333,92.85%,0.39%,0.45%,0.18%,1.15%,4.98%
3794,Reno,9322,89.24%,3.16%,1.23%,0.86%,1.62%,3.88%
3798,Roby,9315,62.83%,30.93%,1.32%,0.41%,2.32%,2.19%
3799,Ripley,9314,90.05%,2.93%,1.37%,0.72%,1.78%,3.15%
3802,Rafferty,9311,95.44%,0.48%,0.63%,0.29%,1.16%,2.00%
3825,Ruggiero,9263,94.96%,0.16%,0.43%,0.10%,0.94%,3.41%
3829,Rueda,9253,4.98%,0.31%,1.77%,0.08%,0.10%,92.76%
3833,Reinhart,9237,95.58%,0.34%,0.54%,0.15%,1.01%,2.38%
3872,Runyon,9153,94.03%,1.66%,0.45%,0.36%,1.58%,1.91%
3886,Rickard,9128,90.78%,2.45%,1.03%,0.83%,2.51%,2.40%
3904,Ruby,9091,88.66%,1.83%,1.37%,0.59%,1.28%,6.27%
3914,Register,9075,84.25%,11.38%,0.65%,0.44%,1.56%,1.71%
3919,Redden,9067,79.02%,15.62%,0.35%,0.86%,2.05%,2.10%
3927,Reimer,9055,94.91%,0.33%,0.78%,0.47%,1.30%,2.20%
3960,Ridgeway,8975,74.81%,18.67%,0.57%,1.24%,2.61%,2.11%
3962,Rauch,8972,93.67%,1.77%,0.69%,0.33%,1.18%,2.35%
3968,Rau,8961,90.97%,1.70%,3.11%,0.36%,1.64%,2.22%
4008,Rodarte,8860,6.46%,0.24%,0.17%,0.59%,0.27%,92.28%
4016,Ricker,8850,94.15%,0.68%,0.36%,1.31%,1.37%,2.14%
4019,Ritchey,8844,94.50%,0.87%,0.42%,0.52%,1.19%,2.50%
4038,Raney,8801,89.38%,4.66%,0.60%,0.92%,1.75%,2.69%
4045,Robinette,8784,94.65%,0.82%,0.26%,0.71%,1.48%,2.08%
4108,Romeo,8636,83.00%,6.40%,1.57%,0.20%,1.19%,7.63%
4152,Rayburn,8532,92.87%,2.19%,0.47%,0.38%,1.50%,2.59%
4187,Riddick,8464,25.38%,68.38%,0.34%,0.34%,2.98%,2.58%
4224,Rausch,8398,95.77%,0.37%,0.57%,0.19%,1.35%,1.75%
4297,Rousseau,8270,81.33%,11.11%,0.58%,1.75%,2.08%,3.14%
4323,Rhea,8219,84.82%,8.53%,1.25%,0.60%,2.36%,2.45%
4333,Redmon,8197,73.21%,21.84%,0.37%,0.34%,2.16%,2.09%
4358,Ralph,8153,82.41%,12.14%,0.80%,0.45%,1.56%,2.64%
4368,Robson,8137,91.84%,2.80%,1.04%,0.29%,1.61%,2.41%
4373,Ridenour,8130,94.37%,0.39%,0.41%,0.86%,1.45%,2.52%
4380,Ramsay,8120,77.66%,16.64%,0.74%,0.28%,2.20%,2.48%
4403,Rey,8074,29.40%,4.31%,4.05%,0.63%,1.20%,60.40%
4409,Royster,8056,33.88%,61.10%,0.40%,0.17%,2.68%,1.78%
4417,Rosser,8043,66.21%,28.09%,0.48%,0.65%,2.18%,2.40%
4474,Rupert,7936,86.59%,8.32%,0.64%,0.54%,1.79%,2.12%
4492,Roller,7894,91.17%,2.15%,0.73%,1.63%,2.23%,2.08%
4515,Riordan,7848,94.78%,0.68%,0.94%,0.20%,1.33%,2.08%
4563,Raynor,7770,76.71%,19.02%,0.48%,0.45%,1.56%,1.79%
4565,Rash,7769,88.96%,6.11%,0.95%,0.33%,1.76%,1.88%
4573,Rinaldi,7756,93.06%,0.40%,0.66%,0.09%,1.30%,4.49%
4580,Rohrer,7750,95.69%,0.36%,0.54%,0.37%,1.20%,1.83%
4604,Romine,7704,92.39%,1.90%,0.77%,0.82%,1.91%,2.22%
4644,Reuter,7643,95.96%,0.26%,0.71%,0.12%,0.75%,2.21%
4663,Reitz,7604,95.02%,0.26%,0.70%,0.43%,1.33%,2.26%
4759,Restrepo,7441,6.72%,0.22%,(S),(S),0.12%,92.81%
4815,Reiss,7334,94.87%,0.68%,0.76%,0.22%,1.45%,2.02%
4854,Raber,7261,97.04%,0.21%,0.34%,0.14%,0.87%,1.40%
4857,Ries,7258,93.87%,1.65%,0.61%,0.28%,1.14%,2.45%
4874,Rosenberger,7228,96.11%,0.37%,0.61%,0.29%,1.08%,1.54%
4890,Rutter,7205,94.49%,0.69%,0.64%,0.42%,2.05%,1.71%
4894,Raya,7198,6.78%,0.56%,1.85%,0.47%,0.29%,90.05%
4900,Randazzo,7190,94.20%,0.25%,0.42%,0.47%,1.04%,3.62%
4916,Rambo,7154,80.68%,12.24%,1.08%,0.45%,1.92%,3.63%
4923,Rana,7145,10.57%,0.59%,83.22%,0.55%,3.05%,2.03%
4936,Ridge,7133,86.26%,7.01%,0.48%,1.04%,2.37%,2.85%
4939,Roddy,7127,76.22%,18.39%,0.51%,0.25%,1.91%,2.72%
4941,Rigsby,7124,84.49%,10.57%,0.36%,0.91%,2.04%,1.63%
4949,Rainwater,7111,83.83%,5.16%,0.55%,3.30%,4.53%,2.63%
4969,Rudy,7069,93.59%,1.37%,0.65%,0.16%,1.32%,2.91%
4987,Roderick,7039,86.16%,6.99%,0.57%,0.55%,2.29%,3.44%
5043,Rohde,6961,94.93%,0.37%,0.46%,0.29%,1.44%,2.51%
5045,Real,6959,30.09%,2.50%,5.76%,0.49%,1.05%,60.11%
5068,Rubino,6917,91.77%,0.27%,0.95%,0.17%,1.00%,5.83%
5086,Rooks,6883,63.72%,29.58%,0.44%,1.38%,2.21%,2.67%
5138,Richie,6812,74.50%,18.17%,0.62%,0.38%,2.07%,4.26%
5142,Rutkowski,6805,96.47%,(S),0.73%,(S),0.98%,1.62%
5166,Rickman,6774,85.43%,8.07%,0.35%,1.17%,2.10%,2.88%
5178,Rath,6747,85.58%,0.41%,9.96%,0.52%,1.72%,1.81%
5185,Roeder,6742,95.06%,0.18%,0.58%,0.27%,1.41%,2.51%
5196,Rountree,6726,69.37%,25.57%,0.51%,0.31%,1.98%,2.26%
5197,Roybal,6725,15.32%,0.21%,0.59%,1.81%,0.83%,81.23%
5206,Ribeiro,6712,81.03%,7.54%,2.55%,0.21%,1.83%,6.84%
5245,Roden,6653,90.25%,3.38%,0.74%,0.98%,1.44%,3.22%
5268,Rife,6620,93.14%,2.30%,0.39%,0.47%,2.04%,1.66%
5281,Raley,6593,91.20%,3.34%,0.73%,0.58%,1.56%,2.59%
5289,Richman,6583,93.48%,2.05%,0.65%,0.30%,1.03%,2.48%
5289,Rocco,6583,90.54%,0.49%,1.09%,0.20%,1.50%,6.18%
5295,Riedel,6578,93.75%,0.50%,0.93%,0.29%,1.41%,3.12%
5305,Rawlins,6566,74.44%,17.33%,1.43%,0.41%,2.88%,3.50%
5326,Recinos,6540,3.13%,0.35%,0.28%,(S),(S),96.02%
5353,Rashid,6504,25.85%,16.34%,49.52%,0.26%,5.34%,2.69%
5355,Ruble,6503,94.71%,1.26%,0.69%,0.42%,1.41%,1.51%
5371,Rosenfeld,6484,94.90%,0.35%,0.68%,0.14%,1.10%,2.84%
5381,Rathbun,6467,94.74%,0.23%,0.84%,0.48%,1.96%,1.75%
5388,Rigby,6458,87.47%,7.90%,0.93%,0.37%,1.64%,1.69%
5400,Rounds,6447,80.15%,14.84%,0.59%,0.53%,1.71%,2.19%
5405,Roundtree,6439,23.92%,69.27%,0.14%,0.71%,3.60%,2.36%
5413,Ritz,6430,92.15%,0.50%,1.35%,0.44%,1.54%,4.03%
5442,Rawson,6395,93.89%,1.20%,0.84%,0.52%,1.16%,2.39%
5466,Ramires,6362,2.86%,0.30%,0.49%,0.08%,0.13%,96.15%
5479,Reza,6349,8.32%,0.30%,8.77%,0.38%,0.96%,81.27%
5514,Rohr,6308,95.39%,0.44%,0.38%,0.57%,1.08%,2.14%
5518,Runyan,6301,94.68%,0.67%,0.41%,0.40%,1.65%,2.19%
5537,Rascón,6274,6.39%,0.24%,0.19%,0.29%,0.18%,92.72%
5547,Rizo,6266,5.25%,0.40%,0.29%,0.30%,0.11%,93.65%
5560,Rood,6254,93.49%,1.01%,0.78%,0.53%,1.71%,2.48%
5573,Rule,6236,83.48%,8.87%,1.25%,0.51%,1.89%,3.99%
5588,Ream,6222,93.20%,0.61%,2.30%,0.50%,1.62%,1.77%
5589,Roa,6221,9.03%,0.42%,7.02%,0.43%,0.77%,82.32%
5617,Rhoden,6187,67.27%,26.35%,0.48%,0.48%,2.26%,3.15%
5684,Radtke,6099,96.34%,0.16%,0.57%,0.39%,1.13%,1.39%
5688,Renaud,6094,83.85%,7.43%,0.72%,0.30%,2.10%,5.60%
5761,Roney,6015,79.53%,15.03%,0.90%,0.33%,1.93%,2.28%
5783,Rieger,5989,95.53%,0.38%,0.57%,0.13%,1.07%,2.32%
5812,Radcliffe,5948,85.74%,8.68%,0.52%,0.30%,1.93%,2.82%
5836,Reinke,5926,96.95%,0.24%,0.47%,0.27%,0.89%,1.18%
5865,Remington,5881,93.69%,0.73%,0.95%,0.63%,1.79%,2.21%
5925,Risner,5816,95.05%,0.67%,0.31%,0.65%,1.77%,1.55%
5975,Rex,5758,90.57%,3.49%,0.97%,0.36%,1.51%,3.09%
6025,Rhinehart,5707,80.73%,12.81%,0.54%,0.91%,2.33%,2.68%
6030,Riojas,5699,7.90%,0.19%,0.21%,0.14%,0.14%,91.42%
6054,Rahn,5668,94.94%,1.01%,0.90%,0.35%,0.97%,1.83%
6063,Rolón,5658,9.14%,0.97%,0.30%,0.11%,0.34%,89.15%
6134,Rodman,5585,87.48%,5.87%,0.97%,0.64%,1.97%,3.06%
6186,Rivard,5530,95.30%,0.24%,0.49%,0.45%,1.08%,2.44%
6194,Ryals,5523,79.03%,15.08%,0.47%,1.09%,2.12%,2.21%
6220,Rossman,5498,94.23%,0.93%,0.55%,0.29%,1.49%,2.51%
6229,Rackley,5488,84.91%,9.53%,0.47%,0.66%,1.97%,2.46%
6232,Rickert,5483,95.28%,0.69%,0.42%,0.51%,1.11%,1.99%
6240,Ruano,5478,5.62%,0.35%,1.26%,0.40%,0.38%,91.99%
6253,Riffle,5461,94.95%,0.55%,0.53%,0.37%,1.78%,1.83%
6269,Reinert,5450,96.13%,0.40%,0.48%,0.28%,1.21%,1.50%
6291,Ridgway,5429,92.12%,2.25%,0.64%,1.42%,1.53%,2.04%
6312,Reeve,5406,92.36%,1.28%,0.94%,0.78%,1.94%,2.70%
6336,Rothman,5379,96.11%,(S),0.73%,(S),0.78%,2.08%
6339,Rittenhouse,5378,93.86%,2.16%,0.48%,0.24%,1.51%,1.75%
6375,Rego,5342,79.95%,1.25%,4.66%,0.21%,2.71%,11.21%
6381,Robey,5333,86.07%,8.85%,0.41%,0.54%,1.86%,2.27%
6399,Reel,5316,88.24%,6.90%,0.51%,0.83%,1.64%,1.88%
6411,Reavis,5305,81.45%,12.52%,0.58%,0.90%,2.26%,2.28%
6418,Rai,5295,3.68%,1.06%,89.99%,0.57%,3.31%,1.40%
6418,Reber,5295,95.03%,0.34%,1.02%,0.17%,1.47%,1.96%
6425,Rager,5287,95.29%,0.57%,0.55%,0.38%,1.59%,1.63%
6430,Ringer,5283,84.91%,10.07%,1.59%,0.28%,1.38%,1.76%
6470,Ren,5247,12.31%,0.65%,84.51%,0.17%,0.97%,1.39%
6484,Riddell,5236,92.59%,2.92%,0.53%,0.38%,1.30%,2.27%
6489,Radcliff,5232,81.57%,12.77%,0.40%,0.73%,1.93%,2.60%
6494,Ruggles,5228,95.77%,0.42%,0.29%,0.36%,1.05%,2.10%
6497,Rumsey,5226,92.25%,1.78%,0.55%,1.17%,2.05%,2.20%
6510,Robin,5212,81.68%,10.46%,2.51%,0.38%,1.55%,3.42%
6514,Raab,5208,94.66%,0.61%,0.63%,0.25%,1.69%,2.15%
6522,Reiner,5202,94.29%,0.42%,0.67%,0.29%,1.15%,3.17%
6535,Ruppert,5186,94.87%,0.62%,0.62%,0.39%,1.45%,2.06%
6571,Roscoe,5152,70.07%,25.00%,0.60%,0.41%,2.19%,1.73%
6586,Rigdon,5145,95.39%,0.51%,0.45%,0.62%,1.54%,1.50%
6591,Runge,5139,94.71%,0.37%,0.80%,0.31%,1.63%,2.18%
6605,Rubalcava,5130,4.13%,(S),0.18%,0.21%,(S),95.30%
6618,Reams,5118,79.91%,13.83%,1.00%,0.68%,1.70%,2.87%
6622,Royce,5115,91.63%,2.25%,0.76%,0.39%,1.78%,3.19%
6632,Race,5108,92.19%,2.25%,0.59%,0.39%,1.90%,2.68%
6638,Roebuck,5100,66.80%,24.33%,0.35%,1.61%,3.12%,3.78%
6646,Rae,5094,89.95%,2.30%,2.14%,0.63%,1.57%,3.42%
6680,Runnels,5055,66.41%,25.06%,0.44%,2.12%,3.03%,2.95%
6690,Roos,5051,93.37%,1.33%,1.21%,0.24%,1.52%,2.34%
6704,Rome,5037,73.60%,19.38%,1.21%,0.38%,1.95%,3.49%
6721,Rue,5023,75.01%,15.09%,2.21%,0.42%,1.69%,5.57%
6732,Roll,5011,93.45%,0.86%,0.94%,0.50%,1.28%,2.97%
